Qno,URL,Title,Ques,Summary,Points,Ans,Source
11802,https://islamqa.info/en/answers/11802,Who compiled saheeh ahaadeeth apart from al-Bukhaari and Muslim?,who all have reported saheeh hadeedh except bukhari and muslim? (which is considered to be saheeh),,,"Praise be to Allah.There are others who compiled saheeh haadeeth besides al-Bukhaari and Muslim, such as Ibn Khuzaymah and Ibn Hibbaan in their Saheehs, Ibn al-Sakan in his Saheeh, al-Haakim in al-Mustadrak and al-Diyaa’ al-Maqdisi in al-Mukhtaarah, but none of them reached the level of the two Saheehs (of al-Bukhaari and Muslim).",Shaykh Sa’d al-Humayd
11803,https://islamqa.info/en/answers/11803,"Division of the estate of a man who died and left behind a wife, mother, brother and sister","A man died leaving behind a wife, a brother, a sister and a mother. How will the estate be shared among this heirs?",,,"Praise be to Allah.The 
          man's estate should be divided among the heirs mentioned in the following 
          manner:   
The 
          wife is given a quarter, the mother is given one-sixth, and the rest 
          is shared between the brother and sister giving the male twice the share 
          of the female.   
So 
          if, for example, he left behind 18,000:   
His 
          wife gets one quarter of the estate, which is 4500.   
His 
          mother gets one-sixth of the estate, which is 3000.   
The 
          rest (18,000 – 7500= 10,500) is divided into three shares.   
One 
          third is given to the female, 3500.   
Two-thirds 
          are given to the male, 7000.   
And 
          Allaah knows best.",Shaykh Sa’d al-Humayd
11804,https://islamqa.info/en/answers/11804,Why God Created Mankind,"According to the Quran and/or Islamic traditions, why did God create mankind?",,,"Praise be to Allah.Allah created the jinn (type of spiritual creatures) and mankind to worship Him alone, to obey His commands and heed His prohibitions. Allah says [in the Quran] (interpretation of the meaning):
“And I (Allah) created not the jinn and mankind except that they should worship Me (Alone).” [51:56]
i.e., to believe in His Oneness and to devote their worship to Him alone, to the exclusion of all others. One of the conditions of worship being correct is belief in His Messenger [Muhammad] (peace and blessings of Allah be upon him) and following his example, for he is the example to be followed, as Allah says (interpretation of the meaning):
“Indeed in the Messenger of Allah (Muhammad) you have a good example to follow.” [33:21] .",Shaykh ‘Abd al-Kareem al-Khudayr
11809,https://islamqa.info/en/answers/11809,Ruling on one who thinks that sihr is OK so long as it does not cause any problems,"What do you think about a man who used ruqyah, but he did not think that it helped him, so he turned from that to sihr (magic, witchcraft), and he says, I think that it is OK so long as it does not cause any problems?",,,"Praise be to Allah.Sihr is evil and is kufr. If a sick person is not cured by reading (Qur’aan and du’aa’s), then we should note that medicine does not guarantee a cure either, because not every treatment produces the desired result. Allaah may delay the healing for a long time, or the person may die from this sickness. It is not a condition of treatment that the person should be healed. If a person is treated by reading Qur’aan and does not recover, that is not an excuse for turning to sihr, because we are commanded to take the permissible means prescribed in sharee’ah, and we are forbidden to use haraam means. The Prophet (peace and blessings of Allaah be upon him) said, “O slaves of Allaah, seek treatment but do not seek treatment with that which has been forbidden to you.” And it was narrated that he (peace and blessings of Allaah be upon him) said: “Allaah does not make your healing in that which He has forbidden to you.” 
All things are in the hand of Allaah, may He be glorified. He is the One Who heals whomsoever He wills, and He decrees sickness and death for whomsoever He wills, as He says (interpretation of the meanings): 
“And if Allaah touches you with harm, none can remove it but He, and if He touches you with good, then He is Able to do all things” [al-An’aam 6:17]
 “And if Allaah touches you with harm, there is none who can remove it but He; and if He intends any good for you, there is none who can repel His Favour which He causes it to reach whomsoever of His slaves He wills. And He is the Oft-Forgiving, the Most Merciful [Yoonus 10:107]
 So the Muslim must be patient and seek reward with Allaah. He must limit himself to the means that Allaah has permitted, and beware of that which Allaah has forbidden, whilst also believing that the decree of Allaah is beneficial and that His command cannot be put back, as Allaah says (interpretation of the meanings):  
“Verily, His Command, when He intends a thing, is only that He says to it, ‘Be!’ and it is! [Yaa-Seen 36:82]
 “And you cannot will unless (it be) that Allaah wills the Lord of the ‘Aalameen (mankind, jinn and all that exists) [al-Takweer 81:29] 
And there are many similar aayaat.","Majmoo’ Fataawa wa Maqaalaat Mutanawwi’ah li Samaahat al-Shaykh al-‘Allaamah ‘Abd al-‘Azeez ibn ‘Abd-Allaah ibn Baaz (may Allaah have mercy on him), vol. 8, p. 112"
11810,https://islamqa.info/en/answers/11810,Do the bride and groom have to be present at the wedding party (waleemah)?,Should the bride and the groom both be present at the blessing of their marriage?,,,"Praise be to Allah.If what is meant by “blessing” is the contract itself (‘aqd), then the groom and the guardian (wali) of the bride must both be present, because the ‘aqd can only be done with the proposal of the guardian and the acceptance of the groom. But if what is meant by the “blessing” is the wedding party and waleemah which is held on the occasion of the wedding, then it does not matter if the couple do not attend.",Shaykh ‘Abd al-Kareem al-Khudayr
11819,https://islamqa.info/en/answers/11819,How to Become a Muslim,How to become a Muslim and how to take shahadah?,"To become a Muslim, you should take shahadah by saying “Ash-hadu alla ilaha illa-Allah wa ash-hadu anna Muhammadan Rasul-Allah.” For more, see the detailed answer.","Do you need witnesses to become a Muslim?


Is it difficult to become a Muslim?


How to convert to Islam and become a Muslim?


How to pronounce Shahadah


Shahadah in English


Conversion to Islam should be based on full conviction


The meaning of the Shahadah


What is worship according to Islam?


What are the forms of worship in Islam?


What’s after taking the Shahadah?","Praise be to Allah.All praise be to Allah, the Lord of the universe. May peace and blessings of Allah be upon Mohammad, His last Messenger. 
Do you need witnesses to become a Muslim?
The purpose of this answer is to correct a false idea spread among those willing to adopt Islam as their faith. Some people have a wrong notion that entering into the Islamic fold requires an announcement from the concerned person in the presence of high ranking scholars or shaykhs or reporting this act to courts of justice or other authorities. It is also thought that the act of accepting Islam, should, as a condition, have a certificate issued by the authorities, as evidence to that effect.
Is it difficult to become a Muslim?
We wish to clarify that the whole matter is very easy and that none of these conditions or obligations are required. For Allah, Almighty, is above all comprehension and knows well the secrets of all hearts. Nevertheless, those who are going to adopt Islam as their religion are advised to register themselves as Muslims with the concerned governmental agency, as this procedure may facilitate for them many matters including the possibility of performing Hajj (Pilgrimage) and ‘Umrah.
How to convert to Islam and become a Muslim?
If anyone has a real desire to be a Muslim and has full conviction and strong belief that Islam is the true religion ordained by Allah for all human-beings, then, one should pronounce the “shahadah ”, the testimony of faith, without further delay. The Noble Quran is explicit in this regard as Allah states:
“The Religion in the sight of Allah is Islam” (Quran 3:19)
In another verse of the Quran, Allah states:
“If anyone desires a religion other than Islam (submission to Allah), Never will it be accepted of him; and in the Hereafter he will be in the ranks of those who have lost (their selves in the Hellfire).” (Quran 3:85)
In addition, Islam is the only religion prevailing over all other religions. Allah states in the Quran:
“To thee We sent the Scripture in the truth, confirming the scripture that came before it, and guarding it in safety:…. (Quran 5:48)
Muhammad, the Prophet of Allah (peace and blessing of Allah be upon him), said:
“The superstructure of Islam is raised on five (pillars): testifying that there is no God (none truly worthy of worship) but Allah, and that Muhammad is the Messenger of Allah, performing the prayer, paying the Zakah (poor-due), fasting the month of Ramadan, and performing Hajj.” 
How to pronounce Shahadah
The Shahadah can be declared as follows:
 “ASH-HADU ALLA ILAHA ILLA-ALLAH WA ASH-HADU ANNA MUHAMMADAN RASUL-ALLAH”.
Shahadah in English
The English translation of the shahadah is:
“I bear witness that there is no deity (none worthy of worship) but Allah, and I bear witness that Muhammad is the Messenger of Allah.”
Conversion to Islam should be based on full conviction
However, it would not be sufficient for anyone to only utter this testimony orally either in private or in public; but rather, he should believe in it in his heart with a firm conviction and unshakeable faith. If one is truly sincere and complies with the teachings of Islam in all his life, he will find himself a new born person. 
This will move him to strive more and more to improve his character and draw nearer to perfection. The light of the living faith will fill his heart until he becomes the embodiment of that faith.
What would be next after declaring oneself a Muslim? One should then know the real concept underlying this testimony which means the oneness of Allah and meet its requirements. One must behave accordingly, applying this true faith to everything one speaks or does.
The meaning of the Shahadah
What do the words of the “Shahadah” signify? The significant point which every Muslim must know very well is the truth that there is no God (deity) to be worshipped other than Allah. He-glory be to Him – is the only true God, Who Alone deserves to be worshipped, since He is the Giver of life and Sustainer and Nourisher of mankind and all creation with His unlimited bounties. Man must worship Allah, Who Alone is worthy of worship.
The second part of the Shahadah “i.e., Wa Ash-hadu anna Muhammadan ‘abduhu wa rasuluh” means that Prophet Muhammad (peace and blessing of Allah be upon him) is the servant and chosen Messenger of Allah. 
No one must have two opinions about this matter. In fact the Muslim has to obey the commands of the Prophet (peace and blessing of Allah be upon him), to believe him in what he has said, to practise his teachings, to avoid what he has forbidden, and to worship Allah alone according to the message revealed to him, for all the teachings of the Prophet were in fact revelation and inspirations conveyed to him by Allah.
What is worship according to Islam?
What is the meaning of worship ? It simply means rendering sincere service, showing reverence for Allah. In a deeper shade of meaning, it implies total submission and complete obedience to Allah’s commandments both in utterances and actions of man whether explicit or implicit.
What are the forms of worship in Islam?
Worship falls into two categories:

Visible (manifest or outward).
Invisible (concealed or inward).

Visible worship includes acts such as uttering the two parts of the “Shahadah”, performing prayers, giving Zakah (the poor-due), recitation of the Quran, supplication, adoring Allah by praising Him, purifying our bodies before prayers, etc.
This type of worship is associated with movement of the parts of the human body. 
Invisible worship is to believe in Allah, in the Day of Judgement (in the Hereafter), in the Angels, in the Books of Allah, in the prophets of Allah, in the Divine Decree of destiny (that good and bad are determined by Allah Alone).
This type of worship does not involve movement of parts of the body but it surely has bearing on one’s heart which subsequently affects one’s way of life. 
It should be borne in mind that any worship not dedicated to Allah Alone will be rejected as one form of polytheism and this causes apostasy from the Islamic fold.
What’s after taking the Shahadah?
The next step for a new revert to Islam is to purify himself by taking a complete bath. He should then resolve to comply with the principles and rules of Islam in their entirety. He should disown all forms of polytheism and false beliefs. He should reject evil and be righteous. Such rejection of evil and being righteous is one of the requisites of the motto of Islam – that is, La ilaha illallah . 
Allah states in the Holy qur’an:
“…whoever rejects evil and believes in Allah hath grasped the most trustworthy hand-hold, that never breaks…” (Quran 2:256).
We have to consider that when we declare from our heart that “there is no god (deity) worthy to be worshipped but Allah”, it implies on our part love, devotion, faith and obedience to the rules of Islamic legislations which are legally binding on all Muslims. It is a requirement of “there is no god worthy to be  worshipped but Allah” to love for the sake of Allah and to reject for the sake of Allah.
This is the firmest anchor of belief which materializes the meaning of “AL WALA” and “AL BARA”. It means that a Muslim should love and be loyal to his Muslim brothers. He should, as a practice, dissociate himself completely from the unbelievers and refuse to be influenced by them, both in worldly and religious matters.
We conclude with a humble prayer to Allah that may He cleanse the hearts and souls of those who are genuine seekers of truth and may He bless the community of believers.
For more about Islam, please see these answers: 10446 and 13569 .
And Allah knows best.",Islam Q&A
11865,https://islamqa.info/en/answers/11865,How many times should he call a non-Muslim to Islam?,"For up to many times should we conduct Islamic lectures to a group of non-muslims who seems not interested to what we are conveying. We are a volunteer dawah brothers and we use to visit workshops, factories, hospitals to make dawah. Oftentimes we make a visit which last 4 to 5 times in one place. But we noticed nobody is listening. Some only stayed just because the owner of the establishment ordered (obliges) them to attend.",,,"Praise be to Allah.We ask Allaah to reward you with good, and to bless your work and your efforts. 
There is no specific number of times that you should give lectures to those whom you mention. That depends on the number of places you visit and the time that is given to you, and the extent to which the people are responsive. The daa’iyah is required to be wise in giving da’wah. The Prophet (peace and blessings of Allaah be upon him) would try to choose the right time for preaching to his companions so that they would not get bored, and this is how you should be. Strive to call people to Islam in a way that is better, and choose suitable times and places for da’wah. 
The daa’iyah should not despair if he makes da’wah time after time and sees little response. Hearts are in the hand of Allaah, and all the daa’iyah has to do is to convey the message. A word that the daa’iyah thinks little of may have an effect on a person’s heart years later, and may be the cause of his being guided. 
In order for this word to bear fruit, it should be accompanied with a smile, compassion and a sincere desire to save these poor people and bring them forth from the darkness of kufr and atheism.  If the daa’iyah can add some money or help to his words, let him do so, for that give credibility to the values and principles to which he is calling people, and may prepare people’s hearts to accept the goodness that comes to them and remove any hatred, resistance and objections. 
Also strive to solve any problems that these people may have with their bosses at work. This will have a great effect in softening their hearts towards the daa’iyah. Long ago the poet said: 
Be kind to people, you will win their hearts… 
Even better than that is the words of Allaah (interpretation of the meaning): 
“The good deed and the evil deed cannot be equal. Repel (the evil) with one which is better (i.e. Allaah orders the faithful believers to be patient at the time of anger, and to excuse those who treat them badly) then verily he, between whom and you there was enmity, (will become) as though he was a close friend”
[Fussilat 41:34]
You should leave with these people something that they can look at in their spare time, when you are not there, such as pamphlets and booklets. If a person thinks about the truth when he is on his own, he is more likely to accept it and submit to it. 
Part of your da’wah should be addressed to the bosses themselves, advising them to treat these workers well and to show them the good morals and attitudes of Islam. Often that is a cause of the workers embracing Islam, just as the bad attitude of a boss and his mistreatment of his workers may be a cause of their resisting Islam. 
May Allaah help you to guide others and make you truly guided. 
And Allaah knows best.",Islam Q&A
11872,https://islamqa.info/en/answers/11872,Obedience is only with regard to that which is right and proper,"If a man threatens to divorce his wife unless she does some prohibited deed, what should she do?",,,"Praise be to Allah.We should note that there is no obedience to any created being if it involves disobedience to the Creator, as the Prophet (peace and blessings of Allah be upon him) said: “Obedience is only with regard to that which is right and proper.” Haram actions do not come under the heading of that which is right and proper, rather this is an evil deed, so if the husband threatens his wife and says that he will divorce her if she does not do it, she should try to explain to him and warn him that this is haram and is not permitted, and she should explain the evidence for that. The questioner does not explain what the haram deed is and to what degree it is forbidden. She should tell us what it is so that we can answer more clearly. But the basic principle is that she should not do it and that there is no obedience to any created being if it involves disobedience towards the Creator. 
This woman should refuse to do the haram action, because obedience to Allah takes precedence over obedience to her husband. She should strive and seek reward, and turn to Allah and pray to Him and beseech Him to guide her husband away from such deeds. For du’a is a mighty weapon, and Allah will not turn away one who asks of Him. 
Moreover, she can buy him some books or tapes, and seek the help – after Allah – of one of her relatives or one of the seekers of knowledge in her city, or the imam of a mosque, etc, to advise her husband and remind him of Allah, and encourage him by telling him that whoever gives up something for the sake of Allah, Allah will compensate him with something better.",Shaykh Dr. Khaalid al-Mushayqih
11875,https://islamqa.info/en/answers/11875,Is Early Abortion Allowed in Islam?,"I have five children, praise be to Allah. Allah decreed that I should conceive a sixth child, but I took some pills to abort it, approximately one and a half months after conception, and it was aborted. Now I greatly regret what I did. What should I do? Do I have to offer any expiation?.","If the pregnancy is still forty days or less, and if aborting it will serve a Shar`i interest or ward off some harm that may affect the mother, it is permissible to abort it. No expiation is required because expiation is only required for abortion of a foetus into whom the soul has been breathed.","Is early abortion allowed in Islam?


Any expiation for early abortion?","Praise be to Allah.Is early abortion allowed in Islam?
“The basic principle is that it is not permissible to abort a woman’s pregnancy at any stage except for a legitimate Shar`i reason. If the pregnancy is still a Nutfah (drop), i.e., forty days or less, and if aborting it will serve a Shar`i interest or ward off some harm that may affect the mother, it is permissible to abort it in this case . That does not include fears of hardship incurred by raising children or not being able to pay their expenses or to educate them , or being content with a certain number of children, or other excuses that are not acceptable according to Shari`ah. 
But if the pregnancy has lasted for more than forty days, it is prohibited to abort it , because after forty days it becomes an `Alaqah (clot) which is the beginning of a person. 
It is not permissible to abort it after it reaches this stage , unless a trustworthy council of doctors agrees that continuing the pregnancy poses a threat to the life of the mother, and there is the fear that she may die if the pregnancy continues. 
Therefore, your aborting the pregnancy after one and a half months on the basis of your own justification means that you committed a forbidden action, so you have to repent sincerely from that and not do such a thing again in the future.” (Fatawa Al-Lajnah Ad-Da’imah, 21/450) 
Any expiation for early abortion?
With regard to expiation, no expiation is required of you, because expiation is only required for abortion of a foetus into whom the soul has been breathed , which is after one hundred and twenty days have passed since conception. 
 It says in Fatawa Al-Lajnah Ad-Da’imah (21/434): 
“If the soul had been breathed into the foetus that was aborted, i.e., four or more months had passed, then expiation must be offered, which is to free a believing slave; if that is not possible then you have to fast for two consecutive months. If the soul had not yet been breathed into the foetus then it was a sin to abort the foetus, but no expiation is required. Rather what is required is repentance and praying for forgiveness.”
For more details, please see the following answers: 315513 , 40269 , 147435 , 12118 , 103423
And Allah knows best.",Islam Q&A
11878,https://islamqa.info/en/answers/11878,A pregnant woman feels nauseous all the time – how should she pray?,"I have a few questions regarding pregnancy and prayers . When a woman is pregnant, especially in the early stages, it is quite common to feel ill.  I am in the first months of my pregnancy and have nausea all day long.  What is the ruling on a woman praying when she feels ill?  Can she join prayers?  Can she sit down while praying (in case she feels much more nauseous when standing)?  When I currently pray standing, I must do so quickly for fear that I will become sick and this causes me to not have the proper attention in prayers.",,,"Praise be to Allah.Firstly: 
          it is not permissible for a Muslim to forego prayer no matter what the 
          situation. But if he is sick, then he should pray according to what 
          he is able to do. So he should pray standing up; if he cannot do that, 
          then he should pray sitting, and if he cannot do that, then on his side. 
          The evidence for that is:
1 
          – ‘Imraan ibn Husayn (may Allaah be pleased with him) who said: “The 
          Messenger of Allaah 
          
          (peace and blessings of Allaah be upon him) said: ‘Pray standing, and 
          if you cannot, then sitting, and if you cannot, then on your side.’” 
          (narrated by al-Bukhaari, 1117)
2 – It was narrated from Jaabir (may Allaah be pleased 
          with him) that the Prophet 
          
          (peace and blessings of Allaah be upon him) said to a sick person who 
          prayed using a pillow for rukoo’ and prostration “Pray on the ground 
          if you can, and if you cannot, then tilt your head, and make your sujood  
          lower than your rukoo’.” (Narrated by al-Bayhaqi with a strong (qawiy) 
          isnaad, 4359. Classed as saheeh by al-Albaani in al-Saheeh, 323). See 
          also Question no. 7522.  
Secondly, 
          although you say that you feel nauseous during pregnancy, this should 
          not prevent you from doing the prayers; even if you feel nauseous when 
          you pray, this does not invalidate your prayers. 
Thirdly, 
          can a woman join prayers if she finds it difficult to pray each prayer 
          at its own time?
Examples 
          of difficulty include travelling, sickness, rain, mud and intense cold 
          wind.
But 
          shortening the prayers is only permitted when travelling.
This 
          woman who feels nauseous when praying will be rewarded in sha Allaah 
          for striving to pray when she is in this difficult situation. Whatever 
          she suffers of pain and exhaustion in her pregnancy will also expiate 
          for her sins, because the Prophet 
          
          (peace and blessings of Allaah be upon him) said: “No fatigue, no disease, 
          no sorrow, no sadness, no hurt, no distress befalls a Muslim, not even 
          the prick of a thorn, but Allaah expiates some of his sins for that.” 
          
(Narrated 
          by al-Bukhaari, al-Murda, 5210 – from Abu Hurayrah)
And Allaah knows best.",Sheikh Muhammed Salih Al-Munajjid
