Qno,URL,Title,Ques,Summary,Points,Ans,Source
11105,https://islamqa.info/en/answers/11105,Is a divorce done by the judge valid?,"Is a divorce (talaaq) or annulment of marriage (faskh) done by a judge in a civil, non-sharee’ah court valid, in a case where the husband or wife approached the court which rules according to man-made laws to deal with the demand or request to end the marriage contract, because there is no Islamic qaadi?",,,"Praise be to Allah. The marriage contract may be drawn up 
          according to sharee’ah outside this court, then it may be taken to the 
          court for official confirmation. With regard to divorce, it is not conditional 
          for it to be registered in the court. A husband may issue a divorce 
          before two sound witnesses, which may be written on a piece of paper 
          which is signed by the husband and two witnesses. Divorce may be done 
          in this manner, but a man should not divorce his wife whilst she is 
          menstruating or during a period of purity in which he has had intercourse 
          with her, unless they have found out that she is pregnant.","From the fatwas of Shaykh Muhammad ibn Saalih al-‘Uthaymeen for al-Da’wah magazine, issue no. 1762, p. 37"
11107,https://islamqa.info/en/answers/11107,Is it better for one who is sick not to fast in Ramadaan?,"Is it better for a sick person not to fast, or to put up with the difficulties and fast?.",,,"Praise be to Allah.If fasting will be too difficult for the one who is sick, it is better for him not to fast, and to make up the days that he did not fast later on. It is not mustahabb for him to fast if it is too difficult. 
The evidence for that is as follows: 
1 – Ahmad (5832) narrated that Ibn ‘Umar said: The Messenger of Allaah SAWS (peace and blessings of Allaah be upon him) said: “Allaah loves His concessions to be accepted just as He hates for acts of disobedience to be committed.” Classed as saheeh by al-Albaani in Irwa’ al-Ghaleel, 564. 
2 – al-Bukhaari (6786) and Muslim (2327) narrated that ‘Aa’ishah (may Allaah be pleased with her) said: The Messenger of Allaah SAWS (peace and blessings of Allaah be upon him) was never given the choice between two things but he would choose the easier of them, unless it was a sin. If it was a sin he would be the furthest away from it. 
Al-Nawawi (may Allaah have mercy on him) said: 
This shows that it is mustahabb to choose the easier and gentler option, so long as it is not haraam or makrooh. 
Rather it is makrooh for one who is sick to fast if fasting is too difficult for him. His fasting may be haraam if there is the fear that he may be harmed because of fasting. 
Al-Qurtubi (may Allaah have mercy on him) said: (2/276): 
In the case of one who is sick, two scenarios may apply: 
1 – He is not able to fast at all, so he has to break his fast and it is obligatory for him not to fast. 
2 – If he is able to fast but that will cause him harm and be difficult for him. In this case it is mustahabb for him to break his fast and not to fast; in this case only an ignorant person would fast. 
Ibn Qudaamah (may Allaah have mercy on him) said in al-Mughni, 4/404: 
If a sick person is able to put up with fasting and does so, then he has done something which is makrooh, because of the harm that results from that and because he has neglected the concession granted by Allaah. 
Shaykh Ibn ‘Uthaymeen (may Allaah have mercy on him) said in al-Sharh al-Mumti’ (6/352): 
From this we realize the mistake made by the mujaahideen and sick people for whom fasting is difficult and may even cause them harm, but they refuse to break the fast. We said that they are making a mistake when they do not accept the kindness of Allaah and the concession He has granted, and they are harming themselves. Allaah says (interpretation of the meaning): 
“And do not kill yourselves”
[al-Nisa’ 4:29]
See also Question no. 1319. 
And Allaah knows best.",Islam Q&A
11109,https://islamqa.info/en/answers/11109,It is not permissible for women to wear shoes that look like men’s shoes,"Recently there have appeared in the marketplace women's shoes which from the front look like men’s shoes, sandals with a separate space for the big toe, but from the back and the bottom they look like women's shoes. Is it permissible to buy them and wear them?",,,"Praise be to Allah.If 
          they look like men’s shoes, and if a person sees them he will think 
          that they are men’s shoes, then it is not permissible for women to wear 
          them. Similarly, if a man were to find shoes which looked like women’s 
          shoes although the soles and heels looked like men’s shoes, it would 
          not be permissible for him to wear them, because what counts is the 
          way things look. My advice to my sisters is not to wear them, because 
          this is a serious matter. It was reported that the Prophet  
          (peace and blessings of Allaah be upon him) cursed men who imitate women 
          and women who imitate men.",Al-Lajnah al-Daa’imah Li’l-Buhooth al-‘Ilmiyyah wa’l-Iftaa’
11110,https://islamqa.info/en/answers/11110,What Is al-Barzakh?,What is Barzakh? Please explain in details? Would you please tell me what kind of punishment there is in al-Brzakh and for which sins?,"1.	Al-Barzakh is the period between a person's death and his resurrection on the Day of Resurrection. 
2.	Whoever dies as a Muslim, obeying Allah, will be in a blessed state, and whoever dies as a disbeliever, disobeying Allah, will be punished. 
3.	The punishments vary according to the sins committed. Please see the answer below for details.","What is al-Barzakh?


Punishment in al-Barzakh","Praise be to Allah.What is al-Barzakh?
What is meant by al-barzakh is the period between a person's death and his resurrection on the Day of Resurrection. Whoever dies as a Muslim, obeying Allaah, will be in a blessed state , and whoever dies as a kafir, disobeying Allaah, will be punished. Allah says (interpretation of the meaning);
“The Fire, they are exposed to it, morning and afternoon. And on the Day when the Hour will be established (it will be said to the angels): ‘Cause Fir‘aun’s (Pharaoh) people to enter the severest torment!’” [Ghafir 40:46]
Punishment in al-Barzakh
The punishments vary according to the sins committed. A hadeeth was narrated in Saheeh al-Bukhari which describes the torments of al-barzakh which will befall some of those who committed major sins. 
Samurah ibn Jundub (may Allah be pleased with him) narrated that the Messenger of Allah (peace and blessings of Allah be upon him) often used to ask his Companions, ‘Did any one of you see a dream?’ So dreams would be described to him by those who Allah willed should speak. One morning, the Prophet (peace and blessings of Allah be upon him) said:
“Last night, two people came to me (in a dream), and woke me up and said, ‘Let’s go!’ I set out with them, and we came across a man who was lying down, with another man standing over him, holding a big rock. He threw the rock at the man's head, smashing it. 
The rock rolled away, and the one who had thrown it followed it, and picked it up. By the time he came back to the man, his head had been restored to its former state. Then he (the one who had thrown the rock) did the same as he had done before. I said to my two companions, ‘Subhan Allah! Who are these two persons?’ They said, ‘Move on!’ So we went on, and came to a man who was lying flat on his back, with another man standing over him, holding an iron hook. He put the hook in the man's mouth and tore off that side of his face to the back (of his neck), and he tore his nose and his eye from front to back in a similar manner. Then he turned to the other side of the man's face and did likewise. No sooner had he finished the second side but the first side was restored to its former state, then he went back and did the same thing again. I said to my two companions, ‘Subhan Allah! Who are these two persons?’ 
They said, ‘Move on!’ So we went on, and came to something like a tannoor (a kind of oven, lined with clay, usually used for baking bread).  – I think the Prophet (peace and blessings of Allah be upon him) said, in that oven there was much noise and voices. The Prophet (peace and blessings of Allah be upon him) added:  - We  looked into it and saw naked men and  women. A flame of fire was reaching them from underneath, and when it reached them, they cried out loudly. I asked them, ‘Who are these?’ They said to me,  ‘Move on!’ So we went on and came to a river – I think he said, red like blood. – In the river there was a man swimming, and on the bank there was a man who had gathered many stones. Whilst the swimmer was swimming, the man who had gathered the stones approached him. The swimmer opened his mouth and the man on the bank threw a stone into it, then the swimmer carried on swimming. 
Each time he came back, he opened his mouth again, and the man on the bank threw another stone into his mouth. I said to my two companions, ‘Who are these two persons?’ They said, ‘Move on, move on!’ We went on and came to a man who had the most repulsive appearance imaginable. Beside him there was a fire, which he was kindling, and he was running around it. I asked my companions, ‘Who is this man?’ They said, ‘Move on, move on!’ So we went on until we reached a garden of deep green dense vegetation, with all kinds of spring colours. In the midst of this garden was a very tall man, whose head I could hardly see because of his great height. Around him there were children, a great number such as I have never seen. I said to my companions, ‘who is this man, and who are these children?’ 
They said, ‘Move on, move on!’ So we went on, until we came to a huge garden, bigger and better than any I have ever seen. My two companions said to me, ‘Go up.’ So we went up into it, until we reached a city built of gold and silver bricks. We went to the gate and asked for it to be opened. It was opened and we entered the city, where we found men with one side of their bodies more handsome than the most handsome person you have ever seen, and the other side uglier than the ugliest person you have ever seen. My two companions ordered those men to throw themselves into the river. There was a river flowing through the city, and its water was pure white. The men went and threw themselves in the river, and came out with the ugliness in their bodies gone, and they were in the best shape. (My two companions) said to me, ‘This is the Paradise of ‘Aden (the Garden of Eden), and that is your place.’ I looked up and saw a palace like a white cloud. They said to me, ‘That is your place.’ I said to them, ‘May Allah bless you both, let me enter it.’ 
They said, ‘For now you will not enter it, but you shall enter it (one day).’ I said to them, I have seen many wonders this night. What do all these things mean that I have seen?’ They said: ‘We will tell you. The first man you came across, whose head was being smashed with the rock, is the man who studies the Quran then he neither recites it nor acts upon it, and he goes to sleep, neglecting the obligatory prayers. The man you came across whose mouth, nose and ears were being torn from front to back, is the man who goes out of his house in the morning and tells a lie that is so serious that it spreads all over the world. The naked men and women whom you saw in a structure that resembled an oven are the adulterers and adulteresses. The man you saw swimming in the river with rocks being thrown into his mouth is the one who consumed riba (usury). 
The ugly-looking man whom you saw kindling a fire and walking around it was Malik, the keeper of Hell. The tall man whom you saw in the garden was Ibraheem, and the children around him were the children who died (young) in a state of fitrah (natural state of mankind, i.e., Islam).’ – Some of the Muslims asked, ‘O Messenger of Allah, what about the children of the mushrikeen?’ He said, ‘And the children of the mushrikeen too.’ – ‘As for the men who were half handsome and half ugly, they were people who had mixed a good deed with another deed that was bad, but Allah forgave them.’”  (Narrated by Muslim, no. 7047)
For more about the issues related to life after death, please see these answers: 10403 , 9381 , and 45325 .
And Almighty Allah knows best.",Shaykh Waleed al-Firyaan
11114,https://islamqa.info/en/answers/11114,Asking the help of the jinn to find out about a sickness,"What is the ruling on asking the jinn for help in finding out about the evil eye or magic [i.e., who did it and what type it is], or believing a jinn who is residing in a sick person in what he says about magic and the evil eye, and taking action based on that?",,,"Praise be to Allah.It is not permissible to seek the help of the jinn in finding about what the problem is and how to treat it, because seeking the help of the jinn is shirk. Allaah says (interpretation of the meaning):
“And verily, there were men among mankind who took shelter with the males among the jinn, but they (jinn) increased them (mankind) in sin and transgression”
[al-Jinn 72:6]
 “And on the Day when He will gather them (all) together (and say): ‘O you assembly of jinn! Many did you mislead of men,’ and their Awliyaa’ (friends and helpers) amongst men will say: ‘Our Lord! We benefited one from the other, but now we have reached our appointed term which You did appoint for us.’ He will say: ‘The Fire be your dwelling place, you will dwell therein forever, except as Allaah may will. Certainly your Lord is All-Wise, All-Knowing’”
[al-An’aam 6:128]
 The meaning of the phrase ‘We benefited one from the other’ is that the men venerated the jinn and submitted to them and sought help from them, and the jinn served them by doing what they wanted and bringing them what they asked for. That includes informing them of the type of sickness and its causes, because the jinn can come to know of things that humans cannot; but they may tell lies, because they cannot be trusted, and it is not permissible to believe them.
And Allaah knows best.",Al-Lajnah al-Daa’imah Li’l-Buhooth al-‘Ilmiyyah wa’l-Iftaa’
11115,https://islamqa.info/en/answers/11115,Ruqyah by phone,"What is the ruling on reciting Qur’aan when doing ruqyah, via a loudspeaker or over the phone when one is far away?",,,"Praise be to Allah.Ruqyah for the sick must be 
          done directly, not via a loudspeaker or over the phone, because this 
          is contrary to the way the Prophet  
          (peace and blessings of Allaah be upon him), his companions (may Allaah 
          be pleased with them) and those who followed them in truth did ruqyah.  
          The Prophet  (peace and blessings 
          of Allaah be upon him) said: “Whoever innovates something in this matter 
          of ours (i.e., Islam) that is not a part of it, will have it rejected.” 
           
        And Allaah knows best. 
        
[Translator’s 
          note: ruqyah i.e., reciting Qur’aan and du’aa’s over the sick for the 
          purpose of seeking healing]",Al-Lajnah al-Daa’imah Li’l-Buhooth al-‘Ilmiyyah wa’l-Iftaa’
11116,https://islamqa.info/en/answers/11116,Sniffing wolf-skin in order to detect the presence of a jinn,"What is the ruling on making a sick person sniff a wolf-skin on the basis that it will show whether there is a jinn present or not, because the jinn – or so they claim – are afraid of wolves and will flee from them, and will panic if they detect a wolf?",,,"Praise be to Allah.For the raaqi to use a wolf-skin and make a sick person 
          sniff it so as to know whether he is possessed by a jinn is something 
          which is not permitted, because it is based on myths and false beliefs. 
          Such things must be prevented completely. 
 Their saying that the jinn are afraid of wolves is 
          a myth and has no basis. 
         [Translator’s note: Raaqi means one who does ruqyah 
          i.e., reciting Qur’aan and du’aa’s over the sick for the purpose of 
          seeking healing]",Al-Lajnah al-Daa’imah Li’l-Buhooth al-‘Ilmiyyah wa’l-Iftaa’
11125,https://islamqa.info/en/answers/11125,Telling lies in order to get a visa to enter the US,I will be taking a second wife ishaallah. I applied for a fiancee' visa so we could marry in the US. That was denied.as well as an immigrant visa. Is it haraam to use another person's id for her to enter the country?,,,"Praise be to Allah.I think that it is not permissible to 
          deceive or tell lies in such cases when the first request has been refused. 
          Submit a second application and state your reasons. Using someone else’s 
          passport or ID, or someone else’s visa – we think that this involves 
          some measure of lying or deception. So he should apply again until he 
          gets what he has requested.",Shaykh ‘Abd-Allaah ibn Jibreen
11126,https://islamqa.info/en/answers/11126,Why will we be brought to account for things that are already written for us?,"I WOULD LIKE TO KNOW, IF ""ALLAH"" HAS YOUR FATE WRITTEN ALREADY AND IN YOUR KISMAT IT SAYS 
YOU WILL KILL SOMEONE HOW DO YOU STOP THIS AND WHY SHOULD YOU BE PUNISHED FOR THIS AS THERE IS NO WAY U CAN STOP IT FROM HAPPENING.",,,"Praise be to Allah.Allaah 
          has decreed what He has decreed. One of the pillars of faith is to believe 
          in al-qadaa’ wa’l-qadar 
          (the Divine will and decree). Allaah has created people and He knows 
          what they are going to do, because of His vast knowledge. He has given 
          His slaves freedom of will, and has shown us the right path, so whoever 
          does good, it is for his own benefit, and whoever does evil, it will 
          count against him. Allaah says (interpretation of the meaning); 
“So 
          whoever does good equal to the weight of an atom (or a small ant), shall 
          see it. 
And 
          whoever does evil equal to the weight of an atom (or a small ant), shall 
          see it.” 
[al-Zalzalah 
          99:7-8] 
And 
          Allaah says (interpretation of the meaning): 
“By 
          Nafs (Adam or a person or a soul), and Him Who perfected him in proportion; 
          
Then 
          He showed him what is wrong for him and what is right for him. 
Indeed 
          he succeeds who purifies his ownself (i.e. obeys and performs all that 
          Allâh ordered…). 
And 
          indeed he fails who corrupts his ownself (i.e. disobeys what Allâh has 
          ordered …).”
[al-Shams 
          91:7-10] 
So 
          it is not permissible for him to harm anyone unjustly, whether by killing 
          or in any other way. Whoever does that deserves punishment in this world, 
          and torment in the Hereafter, for going against the laws decreed by 
          Allaah.",Shaykh Waleed al-Firyaan
11137,https://islamqa.info/en/answers/11137,Ruling on marrying one’s daughter to an AIDS patient,Is it permissible to marry one’s daughter to an AIDS patient?,,,"Praise be to Allah. 
          He should not marry his daughter to him unless he has 
          explained his situation and said, “I have such and such a disease.” 
          Then if they agree to that, then that is fine, otherwise the marriage 
          should not proceed, because if he conceals the matter from them he may 
          have cheated them and deceived them, and the woman may pass the disease 
          to her husband, or the husband may pass it to his wife, and to their 
          children after that.  But if she accepts you and agrees, and accepts 
          the will and decree of Allaah, then that is OK",Sheikh Muhammed Salih Al-Munajjid
