Qno,URL,Title,Ques,Summary,Points,Ans,Source
32627,https://islamqa.info/en/answers/32627,The Prophet (peace and blessings of Allaah be upon him) did not know when the Hour would begin,Did the Prophet (peace and blessings of Allaah be upon him) know when the Hour would begin?.,,,"Praise be to Allah.Knowledge of the hour is 
    a matter of the unseen which belongs to Allaah and which He has kept to 
    Himself. He has not told any of His creation of that, including the 
    Prophets, Messengers and the angels who are close to Him. Even the best of 
    the Messengers, our Prophet Muhammad  (peace and blessings of Allaah be 
    upon him), did not know when the hour will begin. 
The texts of the Qur’aan 
    and Sunnah clearly indicate that the knowledge of the Hour is something 
    unseen which no created being knows. 
The evidence from the 
    Qur’aan includes the following: 
1 – Allaah says 
    (interpretation of the meaning): 
“They ask you about 
    the Hour (Day of Resurrection): ‘When will be its appointed time?’ Say: ‘The 
    knowledge thereof is with my Lord (Alone). None can reveal its time but He. 
    Heavy is its burden through the heavens and the earth. It shall not come 
    upon you except all of a sudden.’ They ask you as if you have a good 
    knowledge of it. Say: ‘The knowledge thereof is with Allaah (Alone), but 
    most of mankind know not.’”
[al-‘Araaf 7:187]
2 – Allaah says 
    (interpretation of the meaning): 
“People ask you 
    concerning the Hour, say: ‘The knowledge of it is with Allaah only. What do 
    you know? It may be that the Hour is near!’”
[al-Ahzaab 33:63]
The people used to ask 
    the Messenger  (peace and blessings of Allaah be upon him) about the 
    time that the hour would begin, so Allaah commanded him to refer the matter 
    to Him: “The knowledge of it is with Allaah only”. 
Ibn Katheer (3/527) 
    said: 
Allaah tells His 
    Messenger  (peace and blessings of Allaah be upon him) that he has no 
    knowledge of the Hour and that when the people ask him about that, he should 
    refer the matter to Allaah. 
Al-Shanqeeti said 
    (6/604): 
It is known that the word
    innama (translated here as “only”) has the effect of limiting or 
    restricting the meaning, so what the verse means is: No one knows when the 
    Hour will come except Allaah alone. 
3 – Allaah says 
    (interpretation of the meaning): 
“They ask you (O 
    Muhammad) about the Hour — when will be its appointed time?
You have no knowledge 
    to say anything about it.
To your Lord belongs 
    (the knowledge of) the term thereof?
You (O Muhammad) are 
    only a warner for those who fear it”
[al-Naaz’iaat 
    79:42-45]
al-Sa’di said:  
Because knowing the time 
    of the Hour serves no spiritual or worldly purpose for people, rather their 
    interests lie in it being concealed from them, the knowledge of that has 
    been kept from all of creation and Allaah has kept it to Himself. “To 
    your Lord belongs (the knowledge of) the term thereof.” 

    4 – Allaah says (interpretation of the meaning): 
“Verily, Allaah, with 
    Him (Alone) is the knowledge of the Hour, He sends down the rain, and knows 
    that which is in the wombs”
[Luqmaan 31:34]

    It was narrated from ‘Abd-Allaah ibn ‘Umar (may Allaah be 
    pleased with him) that the Messenger of Allaah  (peace and blessings of 
    Allaah be upon him) said: “The keys of the unknown are five: Allaah has 
    knowledge of the Hour, and He sends down rain, and He knows what is in the 
    wombs, and no person knows what he will earn tomorrow, and no person knows 
    in what land he will die. Verily, Allaah is All-Knower, All-Aware (of 
    things).”

    Narrated by al-Bukhaari, 4627. 

    And it was narrated that Ibn ‘Abbaas (may Allaah be pleased 
    with him) said: These five things are known to no one except Allaah; no 
    angel who is close to Allaah and no Messenger who was sent has any knowledge 
    of them. Whoever claims that he has any knowledge of them has disbelieved in 
    the Qur’aan, because he has gone against it. Tafseer al-Qurtubi, 
    14/82. 

    Ibn Katheer said (3/462): 

    These are the keys of the unseen, knowledge of which Allaah 
    has kept to Himself. So no one knows them until after Allaah has informed 
    him of them. And no angel who is close to Allaah and no Messenger who was 
    sent has any knowledge of the Hour. 

    End quote. 

    The ahaadeeth which indicate that no one knows when the Hour 
    will begin except Allaah include the following: 

    1 – The famous hadeeth of Jibreel, in which the Prophet  
    (peace and blessings of Allaah be upon him) said to Jibreel, when he asked 
    him when the Hour would begin: “The one who is asked about it does not know 
    more than the one who is asking.” Narrated by Muslim, 8. 

    2 – It was narrated that Jaabir ibn ‘Abd-Allaah (may Allaah 
    be pleased with him) said: I heard the Prophet  (peace and blessings of 
    Allaah be upon him) say, one month before he died: “You ask me about the 
    Hour, but the knowledge thereof is only with Allaah.  I swear by Allaah that 
    there is no soul on earth that will live for more than one hundred years.”  

    Narrated by Muslim, 2538. 

    What this hadeeth means is: every soul that was on the face 
    of the earth when the Prophet  (peace and blessings of Allaah be upon 
    him) said these words would not live for more than one hundred years. The 
    hadeeth does not means that the Resurrection would happen within one hundred 
    years. 

    And Muslim narrated (2537) that Ibn ‘Umar said: What he meant 
    was that that generation would come to an end. 

    This hadeeth shows that there is no possibility that the 
    Prophet  (peace and blessings of Allaah be upon him) could have come to 
    know it after Jibreel asked about it, because that was one month before he 
    died. 
Whoever claims after this 
    that the Prophet  (peace and blessings of Allaah be upon him) knew when 
    the Hour would begin is ignorant, because the verses of the Qur’aan and the 
    ahaadeeth of the Prophet  (peace and blessings of Allaah be upon him) 
    quoted above clearly refute that. 

    Ibn al-Qayyim said in al-Manaar al-Muneef: 

    One of those in our own time who claim to have knowledge 
    clearly told lies when he said that the Messenger of Allaah  (peace and 
    blessings of Allaah be upon him) knew when the Hour would begin. It was said 
    to him that the Prophet  (peace and blessings of Allaah be upon him) 
    said in the hadeeth of Jibreel: “The one who is asked about it does not know 
    more than the one who is asking,” but he misinterpreted that and said that 
    it means, you and I know it. This is one of the worst kinds of ignorance and 
    distortion. The Prophet  (peace and blessings of Allaah be upon him) 
    could not have said to one whom he thought was a Bedouin, you and I know 
    when the Hour will be. But this ignorant man may say that he knew that this 
    was Jibreel, and the Messenger of Allaah  (peace and blessings of Allaah 
    be upon him) said: “By the One in Whose hand is my soul, he never came to me 
    in any form but I recognized him, except in this case.” Narrated by Ahmad, 
    374. Ahmad Shaakir said: Its isnaad is saheeh.  Rather the Prophet  
    (peace and blessings of Allaah be upon him) realized that this was Jibreel 
    after a while, as Umar said: A short while passed, then the Prophet  
    (peace and blessings of Allaah be upon him) said: “O ‘Umar, do you know who that questioner was?” Narrated by Muslim, 8. This liar says that he knew at the time of questioning that this was Jibreel but he did not tell his companions about that until a while afterwards. Moreover the words “The one who is asked about it does not know more than the one who is asking” are general and include both the one who asked and the one who was asked, regardless of who they may be, so every one who asks and everyone who is asked about the Hour are all the same. 

    And Allaah knows best.",Islam Q&A
32629,https://islamqa.info/en/answers/32629,He is travelling for Hajj and business,Is it permissible to travel for Hajj and to buy some goods from Makkah and sell them in my country to make a profit from them?.,,,"Praise be to Allah.It is permissible to engage in trade during the Hajj season. Al-Tabari narrated in his Tafseer with his isnaad that Ibn ‘Abbaas (may Allaah be pleased with him) said concerning the verse (interpretation of the meaning), “There is no sin on you if you seek the Bounty of your Lord (during pilgrimage by trading)” [al-Baqarah 2:198]: 
There is no sin on you if you buy and sell before and after ihraam. 
And Allaah is the Source of strength.","See Fataawa al-Lajnah al-Daa’imah li’l-Buhooth al’Ilmiyyah wa’l-Ifta, 11/13"
32638,https://islamqa.info/en/answers/32638,Is it true that there are no da’eef reports?,What is the number of ahaadeeth as compared to the number of narrators? Is it true that there are no weak (da’eef) reports although there are many weak narrators?.,,,"Praise be to Allah.It is difficult to compare the number of reports and the number of narrators, because one hadeeth may have been transmitted by a number of narrators, just as one narrator may have transmitted a number of ahaadeeth. 
The view that there are no da’eef (weak) reports is not correct, because the 
    position of the narrator and his status with regard to his character, precision and memory, has a great impact on the ruling on his reports. 
We will give you some examples of that. 
1 – The hadeeth “Recite Ya-Seen over your dead.” This was narrated by Abu Dawood 
    and Ibn Maajah, via Sulaymaan al-Taymi from Abu ‘Uthmaan from his father from Ma’qil ibn Yassaar. 
This hadeeth is da’eef because the identity of Abu ‘Uthmaan and his father are not 
    known. See Irwa’ al-Ghaleel, 3/150, no. 688. 
2 – The hadeeth “No child should be separated from his mother.” This was narrated 
    by al-Bayhaqi, from the hadeeth of Husayn ibn ‘Abd-Allaah ibn Damrah from his father from his grandfather. Al-Nawawi (may Allaah have mercy on 
    him) said: “This is a da’eef hadeeth, and there is consensus that Husayn ibn ‘Abd-Allaah is da’eef.” (al-Majmoo’, 9/445). 
These ahaadeeth are da’eef because their narrators are da’eef. 
It may also be the case that the isnaad is da’eef but the hadeeth itself is saheeh 
    because it is narrated through another chain which is saheeh. 
Or the isnaad may be saheeh, but the text is da’eef, because of some fault in it. 
This is a vast field of knowledge which requires study and experience. 
And Allaah knows best.",Islam Q&A
32662,https://islamqa.info/en/answers/32662,When was Hajj made obligatory?,In which year AH was Hajj made obligatory?.,,,"Praise be to Allah.The scholars differed as to the year in which Hajj was made obligatory. It was said that it was in 5 AH, or in 6 AH, or in 9 AH, or in 10 AH. The most likely to be correct are the last two suggestions, which is that it was made obligatory in 9 or 10 AH. 
The evidence for that is the verse (interpretation of the meaning): 
“And Hajj (pilgrimage to Makkah) to the House (Ka‘bah) is a duty that mankind owes to Allaah, those who can afford the expenses (for one’s conveyance, provision and residence)…”
[Aal ‘Imraan 3:97]
This verse states that Hajj is obligatory, and it was revealed in ‘aam al-wufood (the year of delegations) at the end of 9 AH, so Hajj became obligatory at the end of 9 AH.  
See Zaad al-Ma’aad, 3/595 
And Allaah knows best. 
And Allaah is the Source of strength. May Allaah send blessings and peace upon His Prophet Muhammad and upon his family and companions. 
See Fataawa al-Lajnah al-Daa’imah li’l-Buhooth al’Ilmiyyah wa’l-Ifta, 11/11.",Islam Q&A
32665,https://islamqa.info/en/answers/32665,The Dajjaal will enter every land except Makkah and Madeenah,Will the Dajjaal go to all parts of the globe or will the people come to him? Will all those who are alive when he emerges meet him? Will some be able to escape and not see him? I read in some ahaadeeth of the Prophet (peace and blessings of Allaah be upon him) that the people will flee from him to the mountains.,,,"Praise be to Allah.The Dajjaal will emerge from the east, then he will travel throughout the earth 
    and he will not leave any land but he will enter it, apart from Makkah and Madeenah, al-Masjid al-Aqsa and Masjid al-Toor (Sinai). This is what is 
    stated in the saheeh ahaadeeth. 
Al-Tirmidhi (2237) narrated that Abu Bakr al-Siddeeq (may Allaah be pleased with 
    him) said: The Messenger of Allaah  (peace and blessings of Allaah be upon him) told us: “The Dajjaal will emerge from a land in the east 
    called Khurasaan.” This hadeeth was classed as saheeh by al-Albaani in Saheeh al-Tirmidhi. 
Al-Bukhaari (1881) and Muslim (2943) narrated from Anas ibn Maalik (may Allaah be 
    pleased with him) that the Prophet  (peace and blessings of Allaah be upon him) said: “There is no land that the Dajjaal will not enter, apart 
    from Makkah and Madeenah. He will not come to any of their entrances but there will be angels standing in rows guarding them. Then Madeenah and 
    its people will be shaken by three earthquakes, and Allaah will expel every kaafir and hypocrite from it.” 
Muslim (2942) narrated from the Hadeeth of Faatimah bint Qays, which tells the 
    story of Tameem al-Daari and al-Jassaasah, that the Dajjaal said to them: “Soon I will be given permission to emerge and I will emerge and travel 
    throughout the land, and I will not leave any town but I will enter it within forty nights, apart from Makkah and Teebah, for they are both 
    forbidden to me. Every time I want to enter one of them I will be met by an angel with an unsheathed sword in his hand, who will drive me back. 
    Over each of their entrances there are angels guarding them.” [Faatimah] said: The Messenger of Allaah  (peace and blessings of Allaah be upon 
    him) said, striking the minbar with his stick, “This is Teebah, this is Teebah, this is Teebah,” meaning Madeenah. “Have I not told you that?” The 
    people said, “Yes.” [The Prophet  (peace and blessings of Allaah be upon him) said:] “I liked what Tameem said because it agreed with what I 
    have been telling you about him [the Dajjaal] and about Makkah and Madeenah.” 
Ahmad (23139) narrated that the Prophet  (peace and blessings of Allaah be 
    upon him) said: “I have been warning you about the Dajjaal who has one abraded eye.” [The narrators] said: I think he said the left eye. “He will 
    have with him mountains of bread and rivers of water, and his sign will stay in the earth for forty mornings, and his authority will reach 
    everywhere. He will not come to four mosques: the Ka’bah, the Mosque of the Prophet, al-Masjid al-Aqsa and the Mosque of al-Toor (Sinai).” This 
    hadeeth was classed as saheeh by Shu’ayb al-Arna’oot in Tahqeeq al-Musnad. 
The command to flee from the Dajjaal when he emerges is for fear that people may be deceived 
    by his specious arguments and extraordinary feats, for a man may come to him thinking that he has strong faith, then he will follow him. 
Abu Dawood (4319) and Ahmad (19888) narrated from Imraan ibn Husayn that the 
    Prophet  (peace and blessings of Allaah be upon him) said: “Whoever hears of the Dajjaal, let him keep away from him, for by Allaah a man will 
    come to him thinking that he is a believer, then he will follow him because of the confusion he causes.” This hadeeth was classed as saheeh by 
    al-Albaani in Saheeh Abi Dawood. 
This hadeeth indicates that it will be possible to flee from him. The Prophet  
    (peace and blessings of Allaah be upon him) commanded those who live to see the Dajjaal to recite over him the first few verses of Soorat al-Kahf. 
    Narrated by Muslim, 2937. 
Al-Tayyib said: What this means is that reciting these verses will bring 
    protection from his fitnah and confusion. 
Abu Dawood (4331) added: “For they will be your protection from his fitnah.” 
    Saheeh Abi Dawood, 3631. 
We ask Allaah to protect us from his evil and to help us against his fitnah. 
And Allaah knows best.",Islam Q&A
32667,https://islamqa.info/en/answers/32667,Lying down after praying two rak’ahs of Fajr,"Before praying Fajr, some worshippers quietly recite some dhikr and the like, then they lie down on their right sides for less than a minute. What is the ruling on that?.",,,"Praise be to Allah.Lying down after praying two rak’ahs of Fajr 
    is Sunnah, because of the report narrated by al-Bukhaari (626) from ‘Aa’ishah who said: “When the muezzin fell silent after the first call to Fajr 
    prayer, the Messenger of Allaah  (peace and blessings of Allaah be upon him) would get up and pray two short rak’ahs before Fajr prayer, after 
    the dawn had broken, then he would lie down on his right side until the muezzin came to him to recite the iqaamah.” 
Muslim narrated a more complete version: 
    “Between the end of ‘Isha’ prayer – which the people call al-‘Atamah (darkness prayer) – and Fajr, the Messenger of Allaah  (peace and 
    blessings of Allaah be upon him) would pray eleven rak’ahs, saying the salaam after each two rak’ahs, and praying one rak’ah on its own as Witr. 
    When the muezzin fell silent after calling to Fajr prayer, and he could see the dawn, and the muezzin came to him, he would get up and pray two 
    short rak’ahs, then he would lie down on his right side until the muezzin came to him to recite the iqaamah.” 
According to some reports, he lay down before 
    the adhaan for Fajr. Al-Nawawi (may Allaah have mercy on him) said in his commentary on Muslim: 
What is correct is that he lay down after the 
    Sunnah of Fajr, because of the hadeeth of Abu Hurayrah who said: The Messenger of Allaah  (peace and blessings of Allaah be upon him) said: 
    “When any one of you has prayed two rak’ahs of Fajr, let him lie down on his right side.” (Narrated by Abu Dawood and al-Tirmidhi with an isnaad 
    which is saheeh according to the conditions of al-Bukhaari and Muslim. Al-Tirmidhi said it is a saheeh hasan hadeeth). This saheeh hadeeth is 
    clear about the matter of his lying down. With regard to the hadeeth of ‘Aa’ishah which says that he lay down before and after Fajr, and the 
    hadeeth of Ibn ‘Abbaas which says that he lay down before, there is no contradiction, because the fact that he lay down before does not mean that 
    he did not lie down afterwards as well. There are some reports which say that on some occasions he  (peace and blessings of Allaah be upon 
    him) did not lie down afterwards, which could be taken to demonstrate that it is permissible not to do it. That would apply if it were proven that 
    he did not do it but it was not proven. Perhaps he used to lie down both before and after. If the ahaadeeth say that he told them to lie down 
    after praying and that he himself did that, this proves the point.  If it is possible to reconcile the ahaadeeth, it is not permissible to reject 
    any of them, and it is possible to reconcile them in two ways, one of which we have mentioned, which is that he lay down both before and 
    afterwards. The second is that he did not lie down afterwards on some occasions, to demonstrate that it is permissible not to do so. And Allaah 
    knows best. 
Al-Haafiz said: 
Some of the salaf were of the view that this 
    is permissible at home but not in the mosque. This was narrated from Ibn ‘Umar, and was regarded as a strong  opinion by some of our shaykhs, 
    because it is not narrated that the Prophet  (peace and blessings of Allaah be upon him) did this in the mosque. It was narrated that Ibn 
    ‘Umar used to throw pebbles at those who did this in the mosque; this was narrated by Ibn Abi Shaybah. 
Shaykh Ibn ‘Uthaymeen said, after discussing 
    the differences of scholarly opinion concerning this lying down: 
The correct view is that which was expressed 
    by Shaykh al-Islam [Ibn Taymiyah], that if a person is tired after his tahajjud (prayers at night), he may rest by lying down on his right side. 
    This is on condition that there is no fear of his being overtaken by sleep that will make him miss the prayer. If there is such a fear then he 
    should not sleep. 
Sharh Riyaadh al-Saaliheen, 
    3/287 
The reason for this lying down is to rest if 
    one is tired after praying qiyaam al-layl (naafil prayers at night), so that one's energy will be renewed for Fajr prayer. Based on this, what 
    some people do by lying down for less than a minute, as mentioned in the question, do not achieve the purpose, and it goes against the Sunnah 
    because the Prophet  (peace and blessings of Allaah be upon him) used to lie down until the muezzin came to him to say the iqaamah just before 
    the prayer. 
And Allaah knows best.",Islam Q&A
32668,https://islamqa.info/en/answers/32668,How can a man know if a woman will be a loving and fertile wife before marriage?,It says in the hadeeth: “Marry women who are loving and fertile…” but how can a man know if a woman is loving and fertile before marriage?.,,,"Praise be to Allah.It was narrated that Ma’qil ibn Yasaar said: A man came to the Messenger of Allaah (peace and blessings of Allaah be upon him) and said: “O Messenger of Allaah, I have found a woman who is from a good family and is beautiful, but she does not bear children; should I marry her?” He told him not to. Then he came to him a second time and said something similar and he told him not to marry her. Then he came to him a third time and said something similar and he (peace and blessings of Allaah be upon him) said: “Marry the one who is loving and fertile, for I will be proud of your great numbers.” 
Narrated by Abu Dawood, 2050; al-Nasaa’i, 3227; classed as saheeh by Shaykh al-Albaani (may Allaah have mercy on him) in Adaab al-Zafaaf, p. 132. 
There are two ways of knowing whether a woman will be fertile: 
1 – By looking at her mother and sisters 
2 – If she has been married before; that will be known from her previous marriage.  
Shaykh ‘Abd al-‘Azeem Abaadi said in ‘Awn al-Ma’bood (6/33): Marry the one who is loving, means, the one who loves her husband; and the one who is fertile, is the one who bears a lot of children. 
It may be understood from this that if the one who is fertile is not loving, it is not recommended to marry her, and if the one who is loving is not fertile, then the purpose of marriage, which is to increase the numbers of the ummah by bearing many children, will not be achieved. These two qualities may be known in the case of virgins from their relatives, because relatives are usually similar, physically and in attitude, to one another. 
And Allaah knows best.",Islam Q&A
32670,https://islamqa.info/en/answers/32670,Mixing of male and female students for a project required for graduation,"I am in the college of engineering and there is a project we must do in order to graduate next year, in sha Allaah. As the number of girls is so little, especially girls who work hard, and I am the top student in my year, praise be to Allaah, is it permissible for me to work with boys, or should I take the risk of working with girls whose level is lower than mine and having to do all the work myself? May Allaah reward you with good.",,,"Praise be to Allah.Mixed education brings a lot of bad consequences and many dangers. Hence a number 
    of scholars have issued fatwas stating that it is haraam. We have stated that previously in the answers to questions no.
    23407, 31210,
    23393. 
Undoubtedly working with men on the graduation project will involve more than just 
    being with them in the classroom, because it will require a lot of mixing, meeting, contact and consultation. Hence the ruling on that is more 
    strict. What you have mentioned is not an excuse to allow this work. The interest of protecting religious commitment takes precedence over all 
    other interests. 
So fear Allaah and seek His help and the means of steadfastness. Beware of mixing 
    with men, and trust that Allaah is with the pious, the believers and those who do good, as He has told us. 
For the rest of your studies, observe hijab, avoid men, persist in lowering your 
    gaze and avoid adornment. 
We ask Allaah to make you strong and to guide you to that which He loves and which 
    pleases Him. 
And Allaah knows best.",Islam Q&A
32671,https://islamqa.info/en/answers/32671,Internet cafes are a hotbed of evil,What do you think of what we have seen in recent times of young men hanging around internet cafes and the evil things that go on in them? What about so called chat rooms and wasting time in them?.,,,"Praise be to Allah.It is not permissible for a person to prevent 
    himself or others from remembering Allaah. Allaah says (interpretation of the meaning): 
“And of mankind is he who purchases idle 
    talks (i.e. music, singing) to mislead (men) from the path of Allaah”
[Luqmaan 31:6]
It is not permissible to live in places of 
    corruption because of the spiritual harm that may affect his religious commitment. 
Going to internet cafes is one of the things 
    that divert people from the path of Allaah and make it easy to access pornographic websites. Talking to women damages religious commitment and 
    morals, even though some of them claim to be going to these cafes for good purposes. Allaah knows who is doing evil and who is doing good, for He 
    has insight into all His slaves.",Islam Q&A
32678,https://islamqa.info/en/answers/32678,He has a share in some commercial land – how should he pay zakaah?,"I invested a sum of money in a share of some land, and it is expected that I will be holding this share for some time. How should I pay zakaah when one full hijri year has passed?.",,,"Praise be to Allah.Zakaah must be paid on 
    things that are prepared for sale or trade (land and other things) when one 
    full year has passed since the time when they were prepared for sale. The 
    way in which the zakaah is calculated is to work out the value (of the land) 
    when the year has passed, and pay one-quarter of one-tenth of the value as 
    zakaah. 

    The scholars of the Standing Committee said: 

    Zakaah must be paid on lands that are prepared to be bought 
    and sold, because they come under the heading of trade goods, so they are 
    included in the general meaning of the evidence in the Qur’aan and Sunnah 
    that zakaah is obligatory. Allaah says (interpretation of the meaning): 

    “Take Sadaqah (alms) from their wealth in order to purify 
    them and sanctify them with it”

    [al-Tawbah 9:103]
Abu Dawood narrated with 
    a hasan isnaad that Samurah ibn Jundub (may Allaah be pleased with him) 
    said: The Messenger of Allaah  (peace and blessings of Allaah be upon 
    him) commanded us to pay sadaqah (i.e., zakaah) on that which we had 
    prepared for sale. 

    This is also the view of the majority of scholars, and it is 
    correct. 

    Fataawa al-Lajnah al-Daa’imah, 
    9/331 
It makes no difference if 
    the land is owned entirely by the one who is paying zakaah or if it is 
    shared out as when many people hold shares in it. 

    The scholars of the Standing Committee also said: 

    The Standing Committee was asked about zakaah on lands that 
    are owned through shares – is the ruling on these the same as the ruling on 
    trade goods or the ruling on real estate?  

    They replied: 

    If a person acquires real estate with the intention of 
    trading it (selling it later on to make a profit), whether it is shared or 
    he owns it outright, then the ruling is the same as the ruling on trade 
    goods, and zakaah must be paid on its value if it reaches the nisaab 
    (minimum threshold at which zakaah becomes due), when one year has passed. 
    The way in which the value is to be worked out is to estimate its value at 
    the end of the year, and this estimate must be done by one who has 
    experience in that field.  And Allaah knows best. 

    Fataawa al-Lajnah al-Daa’imah, 
    9/326 

    And Allaah knows best.",Islam Q&A
