Qno,URL,Title,Ques,Summary,Points,Ans,Source
306,https://islamqa.info/en/answers/306,Can You Pray Tahiyyatul Masjid after ‘Asr?,"If a person enters the Masjid during one of the times when making prayer is makruh (e.g. sunrise, sunset, zawal,...), does he still have to pray two rak`ahs of Tahiyyat Al-masjid?","The correct opinion is that you can pray Tahiyyat al-Masjid at all times, even after Fajr and after ‘Asr because of the general applicability of the hadith “When any one of you enters the Mosque, he should not sit down until he has prayed two rak`ahs.”",,"Praise be to Allah.There are differences among the scholars concerning this matter. The correct opinion is that Tahiyyat al-masjid is permitted at all times, even after Fajr and after ‘Asr, because of the general applicability of the hadith “When any one of you enters the Mosque, he should not sit down until he has prayed two rak`ahs.” (Sahih – agreed upon)  
Tahiyyat al-masjid is one of the prayers that is done for a specific reason, like Salat al-Tawaf (prayer done after circumambulating the Ka`bah) and Salat al-Kusuf (prayer at the time of an eclipse). The correct view concerning all of these is that it is permissible to do these at times when prayer is generally disallowed, like making up missed prayers. 
Concerning Salat al-Tawaf, the Prophet (peace and blessings of Allah be upon him) said: “O Banu ‘Abd Manaf, do not prevent anyone from circumambulating this House and praying at any time of night or day.” (Reported by Imam Ahmad and the authors of Sunan with a sahih isnad) 
Concerning Salat al-Kusuf , he (peace and blessings of Allah be upon him) said: “The sun and moon are two of the Signs of Allah; they are not eclipsed because of the death or life of anyone.” (1/332)
For more, please see these answers: 11960 , 5266 , and 21206 .
And Allah knows best.",Sheikh Muhammed Salih Al-Munajjid
307,https://islamqa.info/en/answers/307,Rules of Erth (Inheritance),"Can somebody please let me know the Rules in Islam about the State and Inheritance. My 
father is died and he left four sons, three daughters and my mother is alive.
Jazakallahulkhairun.",,,"Praise be to Allah.al-hamdu lillaah.
The division of the inheritance in the case you mention is as follows: 
An eighth of it is due to the wife, since the father had children, as indicated in the verse (intrepretation of 
the meaning):
""And if you have children, then to them (the wives) is due an eighth of what you have left behind, 
after [paying] any amount specified in the will or any loans due."" (surat al-Nisaa':12).
The remaining seven-eighths (7/8) is divided into 11 equal portions. Each male among his children is 
entitled to two portions and each female one portion, as per Allaah's specification (interpretation of the 
meaning):
""Allaah has enjoined upon you with regards to your children that the [entitlement of] the male is 
twice that of the female."" (al-Nisaa':11). 
For example, let's suppose the man in question left property and wealth with a total worth of $88,000, 
and he does not owe payment on any loans and did not specify any special requests or instructions to 
make particular donations in his will. Thus, the division would be as follows: 
For the wife, an eighth, 1/8 of 88,000 which is $11,000. 
The remaining 77,000 is divided into 11 equal portions, 1/11 * 77,000 = $7,000
So each son is entitled to two portions, or 2 * 7,000 = $14,000 
And each daughter is entitled to $7,000.",Sheikh Muhammed Salih Al-Munajjid
309,https://islamqa.info/en/answers/309,Du`as (prayers) at times of distress,What does a person say when he is in times of distress?,,,"Praise be to Allah.Imam Ahmad reported from ‘Abdullah ibn Mas‘ood, may Allah be pleased with him: ""The Messenger of Allah (Peace & Blessings of Allah be upon Him) said: ""There is no slave who, when he is stricken by anxiety and sorrow, says ‘O Allah, I am Your slave and the son of Your male slave and female slave. My forelock is in Your hand (i.e., You have complete mastery over me), Your command over me is forever executed, and Your decree over me is just. I ask You by every name belonging to You which You named Yourself with, or revealed in Your Book, or You taught to any of Your creation, or You have preserved in the knowledge of the Unseen with You, that You make the Quran the life of my heart and the light of my breast, and a departure for my sorrow and a release for my anxiety’ - but Allah will remove his sorrow and replace his grief with joy."" The people said: ""O Messenger of Allah, we should learn these words."" He said: ""The one hears them should learn them.""
 
Ibn ‘Abbas reported that at times of distress, the Messenger of Allah (Peace & Blessings of Allah be upon Him) used to say: ""There is no god but Allah, the All-Great, the Patient; there is no god but Allah, Lord of the Mighty Throne; there is no god but Allah, the Lord of heaven, the Lord of earth, and the Lord of the Noble Throne."" (reported by al-Bukhaari, may Allah have mercy on him, no. 5870).
 
The Prophet (Peace & Blessings of Allah be upon Him) said: ""The prayer for one stricken by distress is: ""O Allah, it is Your mercy that I hope for, so do not leave me in charge of my affairs even for a blink of an eye, and rectify for me all of my affairs. None has the right to be worshipped except You."" (Reported by Imam Ahmad in al-Musnad, Abu Dawud in al-Sunan, Kitaab al-Adab, Baab maa yaqool idhaa asbaha; see also Saheeh al-Jaami‘, 3388).
Asmaa’ bint ‘Umays said: ""The Messenger of Allah (Peace & Blessings of Allah be upon Him) said to me: ‘Shall I not teach you some words to say at times of distress? ""O Allah, You are my Lord and I do not associate anything with You.""’"" (Reported by Abu Dawud in al-Sunan, Kitaab al-salaat, Baab fi’l-istighfaar; see also Saheeh al-Jaami‘, no. 2623).
The Prophet (Peace & Blessings of Allah be upon Him) said to his companions: ""Shall I not tell you some words which, if distress or grief befalls any of you and he offers this prayer (supplication), it will bring him joy? It is the du`a of Dhoo’l-Noon (i.e. Yunus or Jonah): ‘There is no god but You, Glory to You; verily I was one of the wrongdoers.’"" (Saheeh al-Jaami‘, no. 2605).
Anas ibn Maalik said: ""Whenever something distressed him, the Prophet (Peace & Blessings of Allah be upon Him) used to say: ‘O Ever-Living, O Self-Sustaining, by Your mercy I seek Your help."" (Reported by al-Tirmidhi, no. 3446).
You must recite these du`as, may Allah benefit you thereby and replace your sorrow with joy. May Allah bless our Prophet Muhammad.",Sheikh Muhammed Salih Al-Munajjid
311,https://islamqa.info/en/answers/311,Is Intimacy during ‘Iddah Allowed?,Is it permitted to have intercourse with one's wife during the ‘iddah of divorce?,"In case of first and second divorce, if you want to be intimate with your wife during ‘iddah, according to some scholars this means that you have taken her back and her ‘iddah is over. Other scholars say that he should say words that indicate that he has taken her back (e.g., ""I take you back"" or ""I take so-and-so back"") before he has intercourse with her, and that there should be two Muslim witnesses to these words. The second opinion is the soundest course to take.",,"Praise be to Allah.If a man has divorced his wife for the first or second time, she spends her ‘iddah (waiting period) in his house and stays with him because she is still his wife and under his guardianship.
If he wants to have intercourse with her, then according to some scholars if he does so at that time (i.e. the time of iddah), this means that he has taken her back and her ‘iddah is over. 
Other scholars say that he should say words that indicate that he has taken her back (e.g., ""I take you back"" or ""I take so-and-so back"") before he has intercourse with her, and that there should be two Muslim witnesses to these words. This puts an end to the ‘iddah , and he may then have intercourse with her whenever he wishes. 
The second opinion is the soundest course to take if he wishes to have intercourse with her. But in the case of the third divorce, she does not stay with him during her ‘iddah. She leaves his house and is no longer permissible for him (i.e. he cannot have intercourse with her) unless she has married another man; if he divorces her, then she is permitted to return to her first husband in a new marriage. 
For more, please see this category: Waiting Period of Widow or Divorcee
And Allah knows best.",Sheikh Muhammed Salih Al-Munajjid
312,https://islamqa.info/en/answers/312,Magazines    containing pictures of animate beings,What is the ruling on buying or keeping magazines containing pictures?,,,"Praise be to Allah.There is nothing wrong with keeping Islamic magazines that contain pictures, because a person keeps them for the useful information in them, not for the pictures. As for magazines which are published and bought and kept for the sake of the pictures in them, these are haraam and it is not permissible to keep them, because the angels do not enter a house in which there are pictures.
Liqa’ al-Baab al-Maftooh, 52/52.
If the magazine is useful and you want to keep it, then blot out whatever pictures are on the cover. And Allaah knows best.",Sheikh Muhammed Salih Al-Munajjid
314,https://islamqa.info/en/answers/314,The Muslim belief concerning the destiny of atheists in the Hereafter,What do Muslims believe will happen to Athiests in the Hereafter,,,"Praise be to Allah.
The athiest is destined to Hell fire in the Hereafter.  This is mainly because an athiest refuses the most basic belief which is the existance and oneness of Allaah.
I ask Allaah to guide us all to the truth and 
help us to follow it, for He is the best Supporter and Helper.",Sheikh Muhammed Salih Al-Munajjid
316,https://islamqa.info/en/answers/316,"Prohibition of a    woman travelling without a mahram, and conditions of a mahram",My mother is planning to go to ummrah inshallah. But she needs a mairram and her husband nor her brothers are able to go. We have asked an alm he said she can go with her brother in-law which is also her first cousin. As long as his wife is there which she will be cause she's going too. Is this permissable in Islam because I still have my doubts.,,,"Praise be to Allah.One of the ways in which Islam protects women is that it requires a woman to travel with a mahram, to protect her from those who have bad intentions and to help her, because of her weakness, in facing the arduous trials of travelling. A woman is not permitted to travel without a mahram because of the hadith narrated by Ibn Abbaas (may Allah be pleased with him), who reported that the Prophet (peace and blessings of Allah be upon him) said: A woman should absolutely not travel unless she has a mahram with her. A man stood up and said, O Messenger of Allah, I have enlisted in such-and-such a military campaign, and my wife has set out for Hajj. He said, Go and do Hajj with your wife.(al-Bukhaari, al-Fath, 3006).
What indicates that a mahram is obligatory is the fact that the Prophet (peace and blessings of Allah be upon him) commanded this man to give up the idea of jihaad (on this occasion), even though he had enlisted for a campaign and his wife was travelling for the purpose of worship, not for some frivolous or suspicious reason. In spite of all this, he told him to go and do Hajj with his wife.
The ulamaa have listed five conditions for a person to be considered a mahram. He should be male, Muslim, adult, and of sound mind, and he should be a relative to whom marriage is permanently forbidden, such as a father, brother, paternal uncle, maternal uncle, father in law, mothers husband or brother through radaaah (breastfeeding), etc. (as opposed to relatives to whom marriage is temporarily forbidden, such as a sisters husband, paternal aunts husband, maternal aunts husband).
On this basis, the husbands brother and the son of a paternal or maternal uncle are not mahrams, so it is not permitted for her to travel with them.
And Allah knows best.",Sheikh Muhammed Salih Al-Munajjid
319,https://islamqa.info/en/answers/319,Maximum Period of Nifas,"My  About purity for women after childbirth. My wife kept bleeding after our child birth for exactly 56 days, that is 16 days more than usual. Could you give us details about what she should consider those extra 16 days. Some say that it might be her menses, some said it is Istihadah. Others said it is a collection of menses and Istihadah. We have Sheikh Mohmmed ibn Saleh `Uthaymin book ""Ad-dema'a At-Tabi`iyah"", but we didn't really understand exactly what he means.How do we know that it is her menses or it is not?","Some scholars say that the maximum period of Nifas is 40 days, others say it is 60 days and some say there is no limit to the maximum number of days a woman can be in a state of Nifas. The most predominant opinion is that the maximum period is 40 days.",,"Praise be to Allah.There is a dispute amongst the religious scholars regarding the longest period of Nifas (the post-natal bleeding period). Some scholars say it is forty (40) days , others say it is sixty (60) days and some say there is no limit to the maximum number of days a woman can be in a state of Nifas. The most predominant opinion is that the maximum period is forty (40) days according to what is narrated by Umm Salamah. Umm Salamah (may Allah be pleased with her) said ""The Nufasa' (a woman in Nifas) used to continue to be in childbed for forty days at the time of the Prophet (peace and blessings be upon him).""
At-Tirmidhi (may Allah have mercy on him) reported: ""It is unanimously agreed upon among religious scholars from the Companions and the Successors that the Nufasa' does not pray for forty days unless she sees blood stoppage before the end of the forty days period . She should then perform Ghusl and she resumes praying. 
The majority of the religious scholars say that a woman does pray even if she continues to notice blood after the forty days period expires and this is the opinion of the majority of jurists among whom Sufyan Ath-Thawri, Ibn Al-Mubarak, Ash-Shafi`i, Ahmad and Is-haq."" (Sunan At-Tirmidhi Hadith # 139)
The same Hadith is also reported by Imam Ahmad, Abu Dawud, Ibn Majah and Ad-Darami and is classified as good by Al-Albani in Irwa' Al-Ghalil (201). Al-Albani (may Allah have mercy on him) has supported this narration by another Hadith reported by Abu Dawud narrated by Umm Salama (may Allah be pleased with her) who said, ""A Prophet's (peace and blessings of Allah be upon him) wife used to remain in (a state of) Nifas for forty nights and the Prophet would not ask her to make up the prayers she missed during the period of Nifas"".
Ibn Majah also reported that Anas (may Allah be pleased with him) narrated that ""The Prophet (peace and blessings of Allah be upon him) had specified a period of forty days for the Nufasa' unless she achieves purity before that."" (Irwa' Al Ghalil, 223-222/1)
Therefore, if a woman experiencing post-childbirth bleeding spent forty days and she still sees blood, then we consider this blood as Istihadah (irregular bleeding outside menses) which does not stop a woman from performing prayer nor fasting, unless the end of the forty days coincides with the regular menstrual period; in this case she would consider this blood as menstrual blood.
And Allah knows best.",Sheikh Muhammed Salih Al-Munajjid
321,https://islamqa.info/en/answers/321,Ruling on playing cards,"My I have read in another Islamic website that you shouldn't play cards even if you aren't gambling. If this is true, I don't understand why, if you are just playing for the fun of it. If you would please explain.",,,"Praise be to Allah.The reasons are:


Wasting of time in something which has no benefit in this life nor in the hereafter.


This game of cards is based on the idea of gambling, and it resembles playing with dice, which is clearly prohibited in Islaam, as related in the authentic hadeeth of the Prophet :


""Whoever plays with dice, would (resemble) one who has tainted his hand with the flesh and blood of a pig,"" narrated by Muslim (2260).


The playing cards include pictures of creations with a soul (the Jack and Queen ).


The rancor, enmity, bitterness, and/or ill-feeling which may occur between the players (shahnaa' wa-baghdaa').


The game promotes cheating, deception, and trickery (ghish wa-tahaayul).


It distracts from the worship of Allah, and from salaat. Even if one performs salaat on time, and with the congregation in the Masjid, how would he escape the hadeeth of the Prophet :


""Everything other than remembering Allah is (considered) wasteful play except four: a man humoring his wife, a man training his horse, a man walking between targets (learning archery), and man learning swimming,"" narrated by An-Nasaa'i and authenticated by Al-Albani (Sahih Al-Jami' 4534).",Sheikh Muhammed Salih Al-Munajjid
322,https://islamqa.info/en/answers/322,A Muslim treatment of mother who is an unbeliever,"My wife's mother has in effect cut herself off from her daughter in recent times. Whilst there 
was some form of communication it was often quite turbulent and heated. My wife has tried a 
number of times to re-establish contact yet her mother refuses, quite stubbornly, to reply. We 
are both reverts and have often felt that our acceptance of the religion has played some part in 
her mother's negative attitude. I would be grateful if you could advise us on what me might 
possibly do to rectify this situation.
Jazak Allahu Khairan",,,"Praise be to Allah.,
The reactions of non-muslim mothers towards their children's embracement of Islam varies. Some mothers 
are peaceful and passive considering this as a personal matter which does not affect the relationship 
between the mother and her son or daughter. In such cases more piety by the child towards his or her 
mother will make the mother admire and respect Islam.
Other mothers adopts a more stubborn approach at the beginning but the mother finally gives in and 
accepts the new religion as a fact of life after she sees the child's determination and persistence which could 
lead the mother herself to embrace Islam.
In the third case we find that some mothers are constantly stubborn to the extent that she might hurt and 
oppress her son or daughter. Usually such mothers are blindly prejudice because they consider that her son 
or daughter had gone astray by leaving the faith of his fathers and ancestors and she must do something to 
help go back to the right path (according to the mother).
The following are three stories that took place at the time of the Prophet, Peace and Blessings be Upon 
Him, that involved three of the Sahaba (Companions of the Prophet, Peace and Blessings be Upon Him) 
which illustrates the reactions of their mothers after they embraced Islam:
Story #1
On the authority of Asmaa' Bint Abi Bakr she said ""My mother came to visit me one day. At 
that time she was still a polytheist and there was a pledge between the Prophet, Peace and 
Blessings be Upon Him, and Quraish (one of the great tribes in Arabia that lived in Mecca in 
the pre Islamic Period of Ignorance who used to enjoy great spiritual and financial powers). I 
requested the Prophet's, Peace and Blessings be Upon Him, religious verdict and said: Oh 
Prophet of Allah, my mother came to visit me, seeking my help; should I keep a good 
relationship with her? Yes, keep a good relation with her said the Prophet, Peace and 
Blessings be Upon Him:. Reported by Bukhari and Muslim, and this narration is listed in Sahih 
Muslim under # 1003.
In another version narrated by Ahmad, on the authority of Asmaa' Bint Abi Bakr she said "" My 
mother came to visit me when she was still a polytheist and she was living amongst Quraish. 
She was desirous, meaning in need, so I asked the Prophet, Peace and Blessings be Upon 
Him, and said: Oh Prophet of Allah my mother came to me and she is a polytheist and she 
needs help. Should I keep a good relationship with her? He said yes maintain a good 
relationship with her.
Story #2
On the authority of Abu-Huraira, who said: I used to call my mother to Islam when she was 
still a polytheist. One day, while I was calling her she mentioned something about the Prophet
, Peace and Blessings be Upon Him, that I detested. So I went to see the Prophet, Peace 
and Blessings be Upon Him, while crying and told him: I used to call my mother to Islam and 
she would refuse. I called her today and she mentioned something about you that I detested. 
Please invoke the blessings and guidance of Allah on her. Then the Prophet, Peace and 
Blessings be Upon Him, said: O Great Allah guide the mother of Abu-Huraira. So I left full of 
hope because of the Prophet's supplication for my mother. When I reached home I found that 
the door was partially closed. My mother heard my footsteps and said: Stay still Abu-Huraira, 
then I heard the water running; he added my mother performed body ablution, put on her 
cloths and hurriedly opened the door without her head-cover and said: ""None has the right to 
be worshipped but Allah and Muhammad, Peace and Blessings be Upon Him, is the 
Messenger of Allah"". I went back to the Prophet, Peace and Blessings be Upon Him, crying 
of joy and told him: I am bringing you good news; Allah answered your prayers and guided the 
mother of Abu-Huraira. The Prophet, Peace and Blessings be Upon Him, praised and 
glorified Allah and said: this is good. I said: Oh Messenger of Allah, pray to Allah to make me 
and my mother beloved by Allah's believing slaves and make us love them. The Prophet, 
Peace and Blessings be Upon Him, said: Oh Allah, make this little slave of Yours and his 
mother (meaning Abu-Huraira and his mother) become beloved by your believing slaves and 
make the believers love them. Ever since, there was not a believer who heard of me, even 
without seeing me, that did not love me. Reported by Muslim in Sahih Muslim (Muslim 
Authentic volumes) under # 2491.
Story # 3
On the authority of Saa'd (Ibn Abi Waqas May Allah be pleased with him) who said that 
verses of the Qur'an revealed his story. He said Um Saa'd (his mother) swore not to talk to 
him ever nor eat or drink until he renounces Islam. She said: You claim that Allah commanded 
you to obey your parents. I am your mother and I order you to do this ( to renounce Islam). 
He said: She stayed with nothing to eat or drink for three days until she fainted because of 
strain. Then one of her other sons named Umarah gave her water to drink. And she started to 
imprecate against Saa'd, then Allah revealed this verse in the Qur'an, which translates to the 
meaning of And We have enjoined on man to be good and dutiful to his parents; but if they 
strive to make you join with Me (in worship) anything (as a partner) of which you have no 
knowledge, then obey them not. Unto Me is your return and I shall tell you what you used to 
do Verse 29:8 - Surah 29, Al Ankabut. This Hadith is narrated by Imam Ahmad in his 
Musnad and in Sahih Muslim in his Sahih under # 1748.
Also, Allah revealed another verse in the Qur'an, which translates to:
""But if they (both) strive with you to make you join in worship with Me others that if which you have no 
knowledge, then obey them not; but behave with them in the world kindly, and follow the path of him 
who turns to me in repentance and in obedience. Then to Me will be your return, and I shall tell you 
what you used to do""( 31:15 - Surah Luqman).
Based on the above stories one can determine how to deal with a non believing mother and can draw the 
following significant conclusions:
The importance of good presentation of Islam to the non believing mother and to try to kindly 
persuade her and to strive to convince her as Abu Huraira did (story # 1)

Continue to do good to the non believing mother and to remember that her disbelief does not justify 
disobedience by the son or daughter and that doing her good does not contradict with your innocence 
of her as a non believer, on the contrary as it is stated in Verse 31:15 above, Allah has commanded us 
to treat the non believing parents kindly even if they strive to make their child a polytheist because of 
their rights as parents hoping that they will embrace Islam.

Continue to sincerely pray and supplicate for the non believing mother hoping that Allah may guide 
her, as evident in Abu Huraira's story (story #2).

The divine guidance of Allah may come after continuous strive by the child and strong objection of 
the mother as in Abu Huraira's story, therefore the son should never surrender or give up but should 
continue to pray and supplicate for the non believing mother.

Regardless of how hard does the non believing mother strive to make the son renounces Islam, and 
the pressure she will exercise against her son such as refusing to eat or invoking upon him , the son 
should never surrender or give in nor should he retrocede away from the righteous path as one of the 
Sahaba said to his non believing mother in a similar situation: :If you had one hundred (100) souls and 
it all left your body one after the other I will never give up my religion (Islam)"".

It seems that the mother in question deliberately oppresses her daughter through estrangement which makes 
her emotional torn but that should never weaken the muslim or shake his faith and belief in his religion. 
There is no objection to make the non believing mother understand that you are not going to retrocede , 
however she (the mother) can kindly ask for anything and she will be immediately answered to it except for 
giving up this religion.
We ask Allah to quickly guide her to the righteous path and give you patience to call her to Islam and lead 
you to the righteous and correct way.",Sheikh Muhammed Salih Al-Munajjid
