Qno,URL,Title,Ques,Summary,Points,Ans,Source
1804,https://islamqa.info/en/answers/1804,Is One’s Spouse Written in Islam?,What does Islam say about life partner? Is she/he fixed by Allah or Allah has left it for us to decide?,"Man has freedom of will through which he can choose whichever woman he wishes to marry, and that whatever choice he makes has already been decreed by Allah.",,"Praise be to Allah.First of all, we should realize that there is no contradiction between our belief that Allah has decreed everything, and our belief that He has given us free will which enables us to do things. Confirming the free will of His slaves, Allah says (interpretation of the meaning): ""To whomsoever among you wills to walk straight"" [At-Takwir 81:28]

Our will operates within the will of Allah , not outside of it, as Allah says (interpretation of the meaning): ""But you cannot will, unless Allah wills…"" [Al-Insan 76:30] 
Thus it is not permitted to try to cancel one idea out with the other, or to deny either of them. Allah has confirmed both, that man has the power to choose, and that nothing can operate outside of His Will, may He be Glorified.

If we apply this to the question asked, we will see that man has freedom of will through which he can choose whichever woman he wishes to marry , and that whatever choice he makes has already been decreed by Allah. 
The man’s choice is the means by which he gets what he wants, but some obstacles may come between the person and what he wants, in which case he will realize that Allah has not decreed this for him, for some reason which is known to Him.
Everything that Allah does is good, and His slaves do not have knowledge of the Unseen or of how things will end. A person may regret missing out on something when it is good that he did not have it, or he may hate something that happens to him when it is good that it happened to him, as Allah tells us (interpretation of the meaning): ""… it may be that you dislike a thing which is good for you and that you like a thing which is bad for you. Allah knows but you do not know."" [Al-Baqarah 2:216]

May Allah bless our Prophet Muhammad.",Sheikh Muhammed Salih Al-Munajjid
1805,https://islamqa.info/en/answers/1805,"Wants to marry a
    girl but his father does not approve of her","I have chosen a religious and
      well-mannered girl to be my wife, but when I told my father about this, he rejected the
      idea. I have tried to convince him but he is insisting. I wanted to know why, but he said
      there is no reason why. I am confused. Should I obey my father and forget about the girl I
      have chosen even though this will cause me and my family so much pain? I hope that you
      will advise of the right thing to do. May Allaah reward you with good.",,,"Praise be to Allah.This question requires that we offer advice to both of you. Firstly, to
    your father, who you say is preventing you from marrying this girl whom you describe as
    religious and well-mannered. He has to allow you to marry her, unless he has some
    legitimate Islamic reason, which he should explain to you to convince you and put your
    mind at rest. He should also put himself in your shoes: if his own father prevented him
    from marrying a religious and well-mannered girl whom he liked, would he not feel
    resentful about this denial of his freedom? If he would not like his father to do such a
    thing to him, how can he do this to his son? As the Prophet 
 (peace and blessings of
    Allaah be upon him) said: “None of you truly believes until he likes for his brother
    what he likes for himself.”
It is not right for your father to prevent you from marrying this girl
    with no legitimate Islamic reason. If there is a reason, he should explain it to you so
    that you will understand what is going on. 
Our advice to you is this: if you can possibly change your mind and
    find another girl to marry, in order to please your father, maintain family unity and
    avoid division, then do so.
But you may find that you cannot do that, because your heart is
    attached to this girl, and you cannot bear the thought of marrying anyone else. You may
    also be afraid that if you choose another girl, your father might object to that marriage
    too, because some parents may try to force their son to marry a relative, or a woman whose
    qualities the father likes but the son does not. Some parents may feel jealousy or envy
    even towards their own children, so they prevent them from doing what they want to do. If
    this is the case, then there is no sin on you if you marry her, even if your father
    objects. Perhaps after you are married, your father may change his mind. We ask Allaah to
    help you make the right choice.","Shaykh Ibn ‘Uthaymeen, Fataawaa Islamiyyah, vol. 4, p. 193"
1806,https://islamqa.info/en/answers/1806,Obtaining a discount card in return for paying a certain amount,"In some bookshops there are advertisements for a scheme whereby the customer pays a set amount of money each month and gets two things: he will be supplied with new books in a specific area of interest, such as fiqh, etc, and he will get a 10% discount if he wants to buy books from these stores. What is the ruling on this?",,,"Praise be to Allah.This is a kind of gambling, concerning which Allaah says 
          (interpretation of the meaning): 
“O you who believe! Intoxicants (all kinds of alcoholic 
          drinks), gambling, al-ansaab (stone altars for making sacrifices to 
          idols, etc.) and al-azlaam (arrows for seeking luck or decision) are 
          an abomination of Shaytaan’s handiwork. So avoid (strictly all) that 
          (abomination)…” [al-Maa’idah 5:90]
Gambling means everything that involves one side trying 
          to take advantage of the other, so that one will be the winner and the 
          other will be the loser. This is the shar’i ruling on gambling. So a 
          man who pays 500 riyals every month, for example, may buy books for 
          which his discount adds up to more than a thousand riyals, or he may 
          not buy anything at all. If we suppose that he buys things for which 
          the discount adds up to more than five hundred riyals, then he will 
          be the winner, and the storekeeper will be the loser; if he does not 
          buy anything, then the storekeeper will be the winner and the man will 
          be the loser, because he paid 500 riyals and did not get anything in 
          return. This transaction is a kind of gambling and is not permissible.","Liqa’ al-Baab al-Maftooh, Ibn ‘Uthaymeen, 52/68"
1807,https://islamqa.info/en/answers/1807,Repentance of One Suffering from a Terminal Disease,A man committed many sins. He is suffering from a severe illness and has tried treatment to no avail. The doctors have told him that they have no cure for his problem. Now he regrets his past and wants to repent. Does his repentance count now that he is suffering from this terminal illness from which he has no hope of a cure?,,,"Praise be to Allah.Yes, the repentance of a man who does not hope to live for long does count. This applies whether he has an incurable illness such as cancer; or he has been sentenced to death, such as a man who has been brought out for execution, even if the sword is being raised above his head; or a married man who has committed adultery and been sentenced to stoning, even if the stones have already been gathered. His repentance is valid, because Allah accepts the repentance of a man so long as the death rattle has not yet reached his throat. Allah says (interpretation of the meaning):
“Allah accepts only the repentance of those who do evil in ignorance and foolishness and repent soon afterwards; it is they to whom Allah will forgive, and Allah is Ever All-Knower, All-Wise.”
[4:17]
The meaning of the phrase “and repent soon afterwards” means that they repent before they die.
In the following ayah (verse), Allah says (interpretation of the meaning):
“And of no effect is the repentance of those who continue to do evil deeds until death faces one of them and he says: ‘Now I repent.’”
[ 4:18]
There are five essential conditions for repentance: sincerity, regret for what one has done, giving it up immediately, determination not to repeat it in the future, and repenting during the time when repentance will be accepted, i.e., before one dies or before the sun rises in the west.","Liqa’ al-Bab al-Maftooh by Ibn ‘Uthaymeen, 53/73"
1808,https://islamqa.info/en/answers/1808,"Advice: Separating women from non-mahram* men in 
family visits","What advice can you give Muslim families in regards to family 
visits and gatherings?",,,"Praise be to Allah.People are civil and sociable by nature: they must have friends, and 
friendship involves visiting one another.
When visits are between families, we must pay attention to an important 
matter which will close the door to evil, by not allowing mixing between the 
sexes. One of the indications that mixing is haraam is the aayah 
(interpretation of the meaning): "" And when you ask (the Prophet's 
wives) for anything you want, ask them from behind a screen, that is 
purer for your hearts and for their hearts"" [al-Ahzaab 33:53]
If we examine the evil results of mixing in family gatherings, we will find 
many examples of corruption and immorality, for example:In most cases, women's hijaab in mixed gatherings is either 
non-existant or not correct. These women display the beauty which 
Allaah has forbidden them to show to anyone before whom they is 
not allowed to uncover, as it says in the aayah (interpretation of the 
meaning): "" and not to reveal their adornment "" [al-Noor 24:31] 
It even happens that women who adorn themselves in mixed 
gatherings never adorn themselves for their husbands.

When men see women in mixed gatherings, this destroys their 
religious commitment and morals, and provokes forbidden desires.

Terrible arguments and marital separations may result, when one 
looks at or winks at the wife of another, or they laugh and joke 
together. When the couple returns home, the settling of accounts 
begins:Man: ""Why did you laugh at so-and-so's words, when he never said 
anything funny?Woman: ""And why did you wink at so-and-so?""Man: ""When he speaks you understand him readily, but when I speak 
you never understand me!""
So the exchange of accusations goes on, until it ends in hatred or 
even divorce, in some cases.

Some men and women may begin to regret their luck in marriage, 
when they begin to compare their spouses with those of their friends. 
A man may say to himself, ""So-and-so joins in discussions and is 
well-educated, but my wife is ignorant and is not educated at all"" 
And a woman may say to herself, ""So-and-so is so lucky, her 
husband is so eloquent and smart, and my husband is so boring and 
speaks without thinking"" This destroys the marriage relationship 
and leads to bad treatment on the part of both spouses.

Some may show off to others by making false claims about what they 
do not have, so that one man may issue instructions to his wife in 
front of other men so that he can pretend to have a strong personality, 
when at home he is like a tame pussy-cat. A woman may borrow gold 
so that others in the gathering may think she owns so much, but the 
Prophet 
 (peace and blessings of Allaah be upon him) said: 
""The one who claims to have what he does not own is as it were 
wearing a garment of falsehood."" (Reported by al-Bukhaari, al-Fath, 9/317)

These mixed night-time gatherings are often a waste of time, filled 
with idle gossip and other sins of the tongue, whilst small children are 
left at home (so that the gathering will not be spoiled by their crying!)

These night-time gatherings may become even worse and involve 
other major sins, such as drinking and gambling, especially among the 
so-called upper class. Another of the major sins that may result is the 
desire to follow the kuffaar and be like them in dress and other habits 
and customs. The Messenger of Allaah 
 (peace and blessings 
of Allaah be upon him) said: ""Whoever imitates a people is one of 
them."" (Reported by Imaam Ahmad, al-Musnad, 2/50; see also Saheeh al-Jaami', 
2828)

In family gatherings, women should be separated from non-mahram men, 
and the gatherings should serve some useful purpose, such as 
remembrance of Allaah (dhikr), seeking beneficial knowledge or discussing 
social problems or things that can benefit the family in this life. We ask 
Allaah to keep us safe and healthy. May Allaah bless our Prophet 
Muhammad.
* Translator's note: ""mahram"" refers to a blood-relative to whom marriage 
is permanently forbidden, such as a woman's father, brother, son, uncle, 
etc.",Sheikh Muhammed Salih Al-Munajjid
1809,https://islamqa.info/en/answers/1809,"Should a person
    stand to the right of the imaam if the row is full?","What is the ruling on a person who
      cannot find a place to pray in the row so he stands to the right of the imaam?",,,"Praise be to Allah.The Sunnah is that the imaam should stand in front of
    the other worshippers, if they are two or more, and no one should stand beside the imaam
    except in cases of absolute necessity, such as when the mosque is full and he can find
    nowhere to stand except beside the imaam, in which case there is nothing wrong with it. If
    there are only two other people and they have to stand beside the imaam, then one should
    stand to his right and the other to his left. They should not both stand to his right, as
    was originally prescribed; this was aborgated and the rule now is that they should both
    stand behind the imaam.
Many ordinary peple nowadays think that if two men need to stand with
    the imaam, they should both be on his right. There is no basis for this idea, but if there
    is only one man, he should stand only to the right of the imaam, nowhere else.","Liqa’ al-Baab al-Maftooh by Ibn ‘Uthaymeen, 54/93"
1810,https://islamqa.info/en/answers/1810,"Selling on
  consignment and selling a product before it arrives","What, in your view, is the shar’i
      ruling on selling on consignment and selling goods bought from abroad before they arrive
      in one’s store?",,,"Praise be to Allah.The first question is: what is the ruling on selling on
    consignment? This means that a person says, I will sell you these goods – whatever
    you manage to sell will come under this deal, and whatever you do not sell, I will take
    back. This transaction in haraam, because it clearly involves an unknown element as
    neither the vendor nor the purchaser knows how much of the goods will be sold. The issue
    here is jahaalah (ignorance, not knowing). It was reported that the Prophet 
 (peace
    and blessings of Allaah be upon him) forbade sales that involve undue risk (gharar)
    and this is clearly a risky transaction.
But if the two sides have to do a deal, then the owner of the goods
    should give them to the other party to sell them on his behalf, and give him a reward for
    acting as his agent. This will achieve the aim of both parties, with the latter acting as
    an agent for the former. There is nothing wrong with this.
As for selling goods before they arrive, this is not permitted either,
    because the Prophet 
 (peace and blessings of Allaah be upon him) forbade selling from the
    same place where goods are bought before the trader has actually acquired them (lit. added
    them to his own luggage). He should first take possession of them, then he can sell them.
    As for selling them when they are in another country, when he does not know if they will
    arrive intact or not, this is not permitted.
If a person were to say that the purchaser is obliged to accept the
    goods “as is”, whether they are defective or not, our response is: a person may
    agree to that, hoping to make a profit, but if the goods turn out to be defective, he will
    regret it and be upset, and a dispute may arise between him and the vendor. Islam –
    praise be to Allaah – has blocked the way to regret, disputes and conflict.
By the same token, if the goods get destroyed en route, conflicts may
    arise between the two parties. The point here is that it is not permitted to sell goods
    until they have have reached the vendor, then he may sell them.","Liqa’ al-Baab al-Maftooh by Ibn ‘Uthaymeen, 54/94"
1811,https://islamqa.info/en/answers/1811,Removal of armpit hair by means of depilatory creams,"Is it permissible for a man to use a depilatory cream to remove 
armpit hair and pubic hair?",,,"Praise be to Allah.
Yes, this is permitted for removing armpit hair and pubic hair, because the 
point is to remove the hair. Any means of achieving the desired result is 
permitted, although the best way, which will receive the most reward, is to 
shave the pubic hair and pluck the armpit hair, as is reported in the Sunnah.","Fataawaa al-Lajnah al-Daa'imah, 5/171"
1812,https://islamqa.info/en/answers/1812,Ruling on sitting    with smokers when they are smoking,"It is no secret that the forbidden habit of smoking is widespread, in the workplace, in the home and in public areas. The question is, is it permissible to sit with smokers? If a person is sitting with a smoker in his home or in a public gathering, should he leave him and go out?",,,"Praise be to Allah.As the brother has mentioned, smoking is haraam because of the general evidence that indicates that it is haraam. There is no specific text from the Messenger SAWS (peace and blessings of Allaah be upon him), because smoking only emerged recently, but the principles of sharee’ah are general in application, and some indications in some reports indicate that it is haraam. If a smoker sits next to you and wants to smoke, then advise him gently and kindly. Tell him, “My brother, this is haraam, and it is not permissible for you.”
I think that if you advise him kindly and gently, he will refrain from smoking, as we and others have found out by experience. If he does not refrain from smoking, then you have to leave him, because Allaah says (interpretation of the meaning):
“And it has already been revealed to you in the Book (this Qur’aan) that when you hear the Verses of Allaah being denied and mocked at, then sit not with them, until they engage in a talk other than that; (but if you stayed with them) certainly in that case you would be like them…” [al-Nisa’ 4:140]
But this is when it is in a public place. If it is in the workplace and you advise him but he does not refrain, then there is no sin on you, because this is the matter of necessity and you could not get away from him.","Liqa’ al-Baab al-Maftooh by Ibn ‘Uthaymeen, 54/101"
1813,https://islamqa.info/en/answers/1813,Seeking knowledge from scholars’ tapes,"There are some youths who know
      the way of true guidance to Allaah and are very keen to seek knowledge, but their
      circumstances do not allow them to do so. Is it enough for them to listen to the tapes
      recorded by shaykhs, and will they then be like other seekers of knowledge?",,,"Praise be to Allah.With regard to whether this is enough for
    them, there is no doubt that this is good enough if they cannot go and be with the
    scholars. It makes up for not being able to be with the people of knowledge, although
    being with them is preferable and makes it easier to understand and discuss matters. But
    if they cannot do that, then listening to tapes is enough, because this is all they can
    do.
Can they be regarded as students or seekers of knowledge when
    they are limiting themselves to that? We say, yes they can, if they make a great effort,
    just as a person can become a scholar if he takes knowledge from books. But the difference
    between taking knowledge from books and tapes and receiving it directly from the scholars
    is that it is much better to take it directly from the scholars, because then it is easy
    to discuss things, unlike when listening to tapes or reading books. It requires a great
    deal of effort to learn all aspects of knowledge in this way. (By the same token, learning
    directly from scholars means that one is less likely to misunderstand things than when one
    learns from tapes and books).","Liqa’ al-Baab al-Maftooh by Ibn ‘Uthaymeen, 54/103"
1814,https://islamqa.info/en/answers/1814,Eating Food Cooked with Alcohol,Is it permissible to eat dishes cooked with alcohol? It is well-known that alcohol evaporates with heat.,,,"Praise be to Allah.It is not permissible to eat dishes cooked with 
  alcohol, as ALL the alcohol is not evaporated with cooking or heat. Refer to 
  the following, quoted from the famous Mayo Clinic:
[Begin quote]
Many people believe that 
  because alcohol is sensitive to heat, it is eliminated with cooking. However, 
  not all the alcohol content of alcoholic drinks is removed with heat; it depends 
  on the type and time of cooking. For instance if you add beer or wine to boiling 
  liquid, then immediately remove it from the heat, 85 per cent of the alcohol 
  content will remain. If you light the alcohol, as in flambé dishes, 75 
  per cent will remain. Even after simmering the dish for one and a half hours, 
  it will still have 20 per cent of the original alcohol content.
It is only if you simmer 
  the mixture for two or more hours, (as you would with a wine-based beef casserole), 
  that as little as five to 10 per cent of the original alcohol content remains.",Mayo Clinic Health Oasis http://www.mayohealth.org
