Qno,URL,Title,Ques,Summary,Points,Ans,Source
21801,https://islamqa.info/en/answers/21801,Ruling on giving zakah to grandmothers,"I have wealth on which I pay zakah to my needy relatives, namely my grandmother who is my mother’s mother, and my grandmother who is my grandfather’s wife but she is not the mother of my father. They have children other than me, but I heard a hadith from the Messenger of Allah (peace and blessings of Allah be upon him), the meaning of which is, “Give it (zakah) to your relatives.” How sound is this hadith? What is the ruling on previous years when I have paid this zakah, noting that I have not kept track of the number of years when I did this?",,,"Praise be to Allah.The hadith mentioned is saheeh; the Prophet (peace and blessings of Allah be upon him) said to Abu Talhah al-Ansaari, when he wanted to give in charity a date-palm grove of his called Bayraha’, “I think that you should give it to your relatives.” (Saheeh, agreed upon). That was concerning voluntary charity. But in the case of zakah, there are more rulings to be borne in mind: if the relatives are not in the direct line of ascent or descent, it is permissible to give zakah to them if they are poor, and this will be an act of charity as well as upholding ties of kinship. This also applies to your grandfather’s wife, if she is not your real grandmother and she is poor and has no children to spend on her. You have to make up for what you have spent on your maternal grandmother (your mother’s mother) and on your (paternal) grandfather’s wife, if she was of independent means because of someone other than yourself spending on her.
And Allah knows best.","Majmoo’ah Fataawa wa Maqaalaat Mutanawwi’ah li’l-Shaykh Ibn Baaz, vol. 14, p. 306"
21803,https://islamqa.info/en/answers/21803,How should a woman pray in public places?,"Is it permissible for a woman to pray in places where there are non-mahram men who can see her from in front and from behind, as is the case when she is on a trip or in the airport, and she is afraid that the time for the prayer will end? How should she pray in these situations?",,,"Praise be to Allah.If a woman has to pray in a public place, where men are passing by her and can see her, then she should cover all of her body and pray on time.
And Allah knows best.",Sheikh Muhammed Salih Al-Munajjid
21805,https://islamqa.info/en/answers/21805,Ruling on spending zakaah to build a mosque,What is the ruling on spending zakaah on a mosque which is nearing completion but construction has stopped?,,,"Praise be to Allah.
    What is well known among all the scholars, and is the opinion 
    of the majority and almost reaches the point of consensus among the scholars 
    of the righteous salaf, is that zakaah is not to be spent on building 
    mosques or buying books etc., rather it is to be spent on the eight 
    categories which are mentioned in the aayah of Soorat al-Tawbah [9:60], 
    namely: the poor; the needy; those employed to collect the funds; those 
    whose hearts are to be softened towards Islam; to release captives; for 
    those who are in debt; for Allaah’s Cause (i.e., for the mujaahideen); and 
    for wayfarers. The phrase fi sabeel Allaah (for Allaah’s Cause) 
    refers exclusively to jihad. This is well known among the scholars, and this 
    does not include spending zakaah on building mosques, schools, roads, etc. 
    And Allaah is the Source of strength.","Majmoo’ Fataawa wa Maqaalaat Mutanawwi’ah li’l-Shaykh Ibn Baaz, vol. 14, p. 294"
21806,https://islamqa.info/en/answers/21806,Does Intercourse without Ejaculation Break Your Fast?,"I got married nine years ago. During the first year of marriage I used to engage in foreplay with my wife during the day in Ramadan and I used to have intercourse without ejaculating. I was unaware that that is haram, because I thought that if I did not ejaculate, it would not break the fast. 
After the first year, I did not do that again. That was so that I could avoid doubtful things. 
Since I got married until now, I have repeated what I did during the first year of engaging in foreplay with my wife, but that was during the night in Ramadan and during the night and day at other times of the year, when I had intercourse without ejaculating, and I did not do ghusl because I thought that if I did not ejaculate, I did not need to do ghusl. 
I hope that you will answer, noting that what happened was the result of ignorance on my part, and that you will tell me what my wife and I should do.","1- If a man had intercourse with his wife while fasting and he was unaware of the ruling, and he thought that the kind of intercourse that is haram is the kind in which ejaculation occurs, then he does not have to do anything. 
2- If he knew that intercourse is haram, but he did not know that there is expiation for that, then he has to offer the expiation.","Ruling on intercourse while fasting


The effect of intercourse without ghusl on fasting and prayer","Praise be to Allah.Ruling on intercourse while fasting
If a person who is fasting has intercourse with his wife during the day in Ramadan , one of the following two scenarios must apply: 

He thinks that having intercourse without ejaculating is not haram during the day in Ramadan, so he has intercourse and he is ignorant or unaware of the ruling. 
He knows that having intercourse (during the day in Ramadan ) is haram but he does not know what the punishment is. 

With regard to the first scenario, Shaykh Ibn ‘Uthaymin (may Allah have mercy on him) said: 
The most correct view is the view of those who say that whoever does one of the things that break the fast or one of the things that are forbidden during ihram or one of the things that invalidate the prayer and is unaware of it, then there is no sin on him, because Allah says (interpretation of the meaning): 
“Our Lord! Punish us not if we forget or fall into error.” [al-Baqarah 2:286] and Allah has said: “I have done that.” 
So if this man who had intercourse with his wife during the day in Ramadan was unaware of the ruling, and he thought that the kind of intercourse that is haram is the kind in which ejaculation occurs, then he does not have to do anything. 
But in the second scenario, if he knew that intercourse (during the day in Ramadan) is haram, but he did not know that there is expiation (kaffarah) for that, then he has to offer the expiation , because there is a difference between ignorance of the ruling and ignorance of the punishment. Ignorance of the punishment is no excuse, but ignorance of the ruling is an excuse. 
Hence the scholars said: If a person drinks an intoxicant thinking that it will not cause intoxication, or thinking that it is not haram, then there is no sin on him. But if he knows that it will cause intoxication and that it is haram, but he does not know that he is to be punished for that, then he should be punished and he is not excused from that. Based on this, we say to the questioner that so long as you did not know that intercourse without ejaculation was haram, there is no sin on you or on your wife, if she was also ignorant of the ruling as you were. 
The effect of intercourse without ghusl on fasting and prayer
With regard to fasting, janabah (being in a state of impurity following sexual activity) does not have any effect on it, because the fasting of a person who is in a state of janabah is valid. 
But not doing ghusl in order to pray poses a problem, because prayer is not valid without doing ghusl because the person remains in a state of janabah. Most of the scholars are of the view that this person must make up all the prayers for which he did not do ghusl, but is it known that this man will have had intercourse and ejaculated, and then done ghusl. 
But he may not know how often he did that. So we say to him that he should try to work it out and do his best to make up the prayers, to be on the safe side. But if you did not know anything about this and it did not cross your mind that simply having intercourse without ejaculating would mean that ghusl was essential, then we hope that you do not have to do anything, i.e., that you do not have to make up the prayers . But you do have to repent and seek forgiveness for your negligence in not asking about the matter.” (Al-Liqa al-Shahri)
For more, please see these answers: 38287 , 1051 , 279524 , 37679 , and 21806 .
And Allah knows best.",Islam Q&A
21810,https://islamqa.info/en/answers/21810,"Ruling on giving zakah to brothers, sisters, paternal uncles and aunts, and other relatives","Is it permissible for a man to give zakah to his needy brother (who has a family and works but his income is not sufficient)? Is it permissible to give it to a poor paternal uncle? Can a woman give the zakah on her wealth to her brother, paternal aunt or sister?",,,"Praise be to Allah.There is nothing wrong with a man or woman giving their zakah to a poor brother, sister, paternal uncle, paternal aunt or to any poor relative, because of the general meaning of the evidence. Indeed, giving zakah to them is both an act of charity and upholding family ties, because the Prophet (peace and blessings of Allaah be upon him) said: “Charity given to the poor is charity and charity given to a relative is charity and upholding of family ties.” (Narrated by Imam Ahmad, no. 15794; al-Nasaa’i, no. 2582). Excluded from this are parents and those in the direct line of ascent, and children – male or female – and those in the direct line of descent; zakah should not be given to them even if they are poor; rather you are obliged to spend on them from your own wealth, if you are able and if there is no one else who can spend on them.",Sheikh Muhammed Salih Al-Munajjid
21811,https://islamqa.info/en/answers/21811,The meaning of al-huroof al-muqatta’ah in the Qur’aan,"what is meant by the ayah Alim Lam Meem, and other similar ayahs in the quran? What have the scholars said regarding them?",,,"Praise be to Allah. 
          A group of scholars, such as the Rightly-Guided Khaleefahs (may Allaah 
          be pleased with them), and others among the Sahaabah, Taabi’een and 
          their followers, refrained from interpreting this aayah and others which 
          contain al-huroof al-muqatta’ah [letters which appear at the beginning 
          of some soorahs]. It was not narrated that the Prophet 
          
          (peace and blessings of Allaah be upon him) interpreted them, so it 
          is preferable for us to say Allaah knows best what they mean. But it 
          was narrated that some of the mufassireen among the Sahaabah, Taabi’een 
          and their followers did interpret them, and they differed as to their 
          interpretation. 
 
          Al-Saheeh al-Masboor min al-Tafseer bi’l-Ma’thoor 
          by Dr Hikmat Basheer, vol 1, p. 94 
 
          Some of the scholars tried to discover the wisdom behind 
          these letters and said: These letters are mentioned – and Allaah knows 
          best – at the beginning of soorahs which point to the miraculous nature 
          of the Qur’aan, which implies that all mankind is unable to match it, 
          even though it is composed of the letters that they use in their daily 
          speech. This was the view supported by Shaykh al-Islam Ibn Taymiyah 
          (may Allaah have mercy on him) and was approved of by Abu’l-Hajjaaj 
          al-Mazzi (may Allaah have mercy on him). And Allaah is the Source of 
          strength. May Allaah bless our Prophet Muhammad and his family and companions, 
          and grant them peace. 
 
          Fataawa al-Lajnah al-Daa’imah, vol. 4, p. 144.",Sheikh Muhammed Salih Al-Munajjid
21817,https://islamqa.info/en/answers/21817,The people of the Cave are the people of the Inscription,"Were the people of the Cave the people of the Inscription, or were these two different groups of people?",,,"Praise be to Allah. 
          Shaykh 
          al-Shanqeeti said, commenting on the aayah (interpretation of the meaning):
 
          “Do 
          you think that the people of the Cave and the Inscription (the news 
          or the names of the people of the Cave) were a wonder among Our Signs?” 
          [al-Kahf 18:9]
 
          The apparent meaning is that the People of the Cave and 
          of the Inscription were all one group, mentioned in conjunction with 
          two things. This is in contrast to those who say that the people of 
          the Cave were one group and the people of the Inscription were another 
          group. Allaah told this story to His Prophet 
          
          (peace and blessings of Allaah be upon them) in this soorah, and He 
          did not mention anything about the people of the Inscription. This is 
          unlike those who claim that the people of the Cave were three persons 
          behind whom the rock fell and blocked the entrance of the cave in which 
          they were, so they prayed to Allaah by virtue of their righteous deeds; 
          they were one who honoured his parents, one who was chaste, and one 
          who was a hired labourer. Their story is well known and is proven in 
          al-Saheeh, but interpreting this aayah as meaning that these 
          were the people referred to therein is far-fetched as you can see. It 
          should be noted there is nothing about the story of the people of the 
          cave, their names and which part of the earth they were in that has 
          been narrated in any sound report from the Prophet 
          
          (peace and blessings of Allaah be upon him), in addition to what is 
          mentioned in the Qur’aan. The Mufassireen quoted many of those details 
          from the Israa’eeliyyaat (reports from Jewish sources) which we will 
          not quote here because they cannot be relied upon.","Adwaa’ al-Bayaan, 4/22"
21818,https://islamqa.info/en/answers/21818,The situation of one who is illegitimate and the ruling on marrying him,Is it true that our beloved prophet (peace and blessings of Allaah be upon him) has strongly forbidden to marry iligitimate person eventhough this person is very pious?,,,"Praise be to Allah.
    There are some ahaadeeth that condemn the illegitimate child, 
    but most of these ahaadeeth are da’eef (weak) and are not saheeh (sound). It 
    was narrated by Abu Dawood in his Sunan (4/39) and by Ahmad in 
    al-Musnad (2/311) from Abu Hurayrah (may Allaah be pleased with him) 
    that the Prophets  (peace and blessings of Allaah be upon him) said: 
    “The illegitimate child is the most evil of the three” meaning more evil 
    than his parents. Among the scholars who classed this as hasan were Ibn 
    al-Qayyim in al-Manaar al-Muneef (133) and al-Albaani in 
    al-Silsilat al-Saheehah (672). 

    The scholars interpreted this hadeeth in a number of ways, 
    the most famous of which was that suggested by Sufyaan al-Thawri, who said: 
    it means he is the most evil of the three if he does the same action as his 
    parents did (i.e., zina or adultery). 

    This was narrated from ‘Aa’ishah, who said that the Prophet 
     (peace and blessings of Allaah be upon him) said: “He is the most evil 
    of the threeif he does the same action as 
    his parents did – meaning the illegitimate child.” Although its isnaad is 
    da’eef, it was interpreted in this manner by the salaf, as stated above. 

    This interpretation is supported by the report narrated by 
    al-Haakim (4/100) – with an isnaad of which al-Albaani said, “It may be 
    regarded as hasan” – from ‘Aa’ishah (may Allaah be pleased with her), that 
    the Prophet  (peace and blessings of Allaah be upon him) said: “The 
    illegitimate child does not bear any part of his parents’ burden of sin.
    ‘and no bearer of burdens shall bear the burden of 
    another’ [al-An’aam 6:164 – interpretation of the meaning].” 
    (al-Silsilat al-Saheehah, 2186) 

    Some scholars said that this hadeeth is to be interpreted as 
    meaning that there is some evil in most illegitimate children because they 
    are created from an evil nutfah (sperm drop), and usually nothing good is 
    created from an evil nutfah. If a good soul comes out of this nutfah then it 
    will enter Paradise. This hadeeth is to be taken as a general rule to which 
    there may be exceptions. (See al-Manaar al-Muneef, 133). 

    Hence Shaykh al-Islam Ibn Taymiyah (may Allaah have mercy on 
    him) said: “If an illegitimate child believes and does righteous deeds, he 
    will enter Paradise, otherwise he will be punished for his deeds just like 
    anyone else. The punishment is for the deeds, not for the lineage. Rather 
    the illegitimate child is condemned because he is expected to do evil deeds, 
    as often happens. By the same token, good lineages are regarded as 
    praiseworthy because such people are expected to do good deeds. But when a 
    person does a deed, then the reward or punishment is based on that, and the 
    most noble of people before Allaah are those who are most pious. (al-Fataawa 
    al-Kubra, 5/83). 

    It says in Fataawa al-Lajnah al-Daa’imah: “If an 
    illegitimate child dies in Islam (as a Muslim), he will enter Paradise, and 
    his being illegitimate does not have any effect on that, because that was 
    not due to his own actions, rather it was the action of someone else. Allaah 
    says (interpretation of the meaning): 

    ‘and no bearer of burdens shall bear the burden of 
    another’ 

    [al-An’aam 6:164]

    And Allaah says (interpretation of the meaning): 

    ‘Every person is a pledge for that which he has earned’

    [al-Toor 52:21]

    And there are other similar verses. 

    With regard to the words narrated from the Prophet  
    (peace and blessings of Allaah be upon him), ‘No illegitimate child will 
    enter Paradise,’ this hadeeth is not saheeh. It was mentioned by al-Haafiz 
    Ibn Jawzi in al-Mawdoo’aat, but it is one of the ahaadeeth that were 
    fabricated against the Prophet  (peace and blessings of Allaah be upon 
    him). And Allaah is the Source of strength.” 

    With regard to the ruling on marrying one who is 
    illegitimate, none of the reputable fuqaha’ have stated that this is haraam. 
    However there was some difference of opinion among the Hanbalis as to 
    whether such a person is compatible with a woman of good lineage. Some of 
    them said that he is compatible with her, and othesr did not agree with that 
    because that will be a source of shame for the woman, because he will be her 
    guardian, and that would also affect her child. (See al-Mughni, 
    7/28).

    (al-Mawsoo’ah al-Fiqhiyyah, 34/282). 

    Shaykh Ibn Baaz (may Allaah have mercy on him) was asked 
    about a man who married his daughter to a person who was apparently 
    illegitimate – what was the ruling on that? He answered as follows: 

    “If he is Muslim, then the marriage is sound, because the sin 
    of his mother and the one who committed zina with her does not rest on him. 
    Allaah says ‘and no bearer of burdens shall bear 
    the burden of another’ [al-An’aam 6:164 – interpretation of the meaning].  
    And there is no shame on him because of their action, if he adheres 
    steadfastly to the religion of Allaah and develops good characteristics, 
    because Allaah says

    ‘O mankind! We have created you from a male and a female, 
    and made you into nations and tribes, that you may know one another. Verily, 
    the most honourable of you with Allaah is that (believer) who has At-Taqwa 
    [i.e. he is one of the Muttaqoon (the pious)]. Verily, Allaah is 
    All-Knowing, All-Aware’

    [al-Hujuraat 49:13]

    And the Prophet  (peace and blessings of Allaah be upon 
    him) said, when he was asked who is the most noble of people, ‘Those who are 
    most pious.’ And he  (peace and blessings of Allaah be upon him) said: 
    ‘If a person’s actions make him less worthy than others, his lineage will 
    not make him more worthy.’” 

    From Fataawa Islamiyyah, 3/166.

     And Allaah knows best.",Sheikh Muhammed Salih Al-Munajjid
21819,https://islamqa.info/en/answers/21819,Will the person who intends to fast 'Ashura during the day be rewarded for his fasting?,"I know of the virtue of fasting the day of 'Ashura, and that it is expiation for the year that came before. But because we use the Gregorian calendar I did not know when 'Ashura is until the morning of the day itself. I had not eaten anything, so I intended to fast. Is my fast valid, and will I get the reward of this day and receive expiation for the previous year?.",,,"Praise be to Allah.for making you keen to do nafl acts of worship. We ask Him to make us and you steadfast in doing that. 
With regard to your question about forming the intention to fast from the night before, there is sound evidence from the Prophet (peace and blessings of Allah be upon him) that the intention to observe a nafl fast formed on the morning of the day itself is valid, so long as a person has not ingested anything that breaks the fast after dawn. ‘Aa’ishah (may Allah be pleased with her) narrated that the Prophet (peace and blessings of Allah be upon him) entered upon his family one day and said: “Do you have anything (i.e., any food)?” They said, “No.” He said, “Then I am fasting.” (Muslim, 1154, 170). The word “idhan” (translated here as “then”, in the sense of “in that case”) indicates that it is permissible to form the intention of observing a nafl fast on the day itself. This is unlike the obligatory fasts, which are not valid unless one forms the intention the night before, because of the hadeeth, “Whoever does not form the intention to fast before dawn, has not fasted.” Abu Dawood, 2454; al-Tirmidhi, 726; classed as saheeh by al-Albaani in Saheeh al-Jaami’, 6535. What is meant here is obligatory fasts. 
Based on this, then your fast is valid. With regard to getting the reward for fasting, will this be reward for the whole day or from the time of the intention only? Shaykh al-‘Uthaymeen (may Allah have mercy on him) said: 
There are two scholarly opinions on this matter. The first is that he will be rewarded from the beginning of the day, because the correct Islamic fast can only be from the start of the day. 
The second view is that he will only be rewarded from the time of his intention, and if he formed the intention at midday then he will be rewarded for half a day. This is the correct view, because the Prophet (peace and blessings of Allah be upon him) said, “Actions are but by intentions, and each person will have but that which he intended.” This man only formed the intention during the day, so he will be rewarded from the time he formed the intention. 
Based on the correct opinion, if a fast is connected to a particular day, such as fasting on Mondays and Thursdays, and fasting on al-ayaam al-beed (the 13th, 14th and 15th of each Hijri month) or fasting three days each month, and a person forms the intention during the day, he will not be rewarded for the entire day.  Al-Sharh al-Mumti’, 6/373. 
The same applies to the case of one who did not intend to fast 'Ashura until after dawn had come: he will not get the reward for fasting 'Ashura’, which is the expiation of one year, because his case is not like that of one fasted the whole day of 'Ashura’, rather he only fasted part of it, from the moment he first formed the intention of fasting. 
But he will be rewarded in the general sense of the reward for fasting during the month of Allah Muharram, which is the best kind of fasting after Ramadaan (as it says in Saheeh Muslim, 1163). 
Perhaps one of the main reasons for your and many people’s not knowing when 'Ashura is, or al-ayyaam al-beed, until the day has started, is – as you mention – use of the Gregorian calendar. Perhaps missing out on these special days will motivate you and others whom Allah blesses with guidance, to follow the lunar Hijri calendar which Allah has prescribed for His slaves and approved of for His religion, even if that is only with regard to their personal dealings, so as to revive this calendar which reminds us of different shar’i occasions, and in order to be different from the People of the Book whom we are commanded to differ from and be distinct with regard to their rituals and unique characteristics, especially since the lunar calendar was followed by the earlier Prophets, as may be understood from the hadeeth which mentions the reason why the Jews fasted 'Ashura – which is a day that is known through the lunar calendar. They said that it was the day on which Allah had saved Moosa. This indicates that they followed a lunar calendar and not the months of the solar European calendar.  Al-Sharh al-Mumti’, 6/471 
May Allah make your missing out on this special reward, and the missing out of others who are keen like you, lead to a good outcome, so this will make you strive harder in doing good works and acts of worship. This may make you more keen than people who do some act of worship regularly and feel content with what they are doing, and may fill them with self-admiration. 
We ask Allah to bless us with His bounty and reward, and help us to remember Him and give thanks to Him.",Islam Q&A
21831,https://islamqa.info/en/answers/21831,He wants to get married but his father is refusing,My problem is with my father i have 7 brothers and i am number 5 and i asked my father that i want to marry and his answer was no wait 4 years and i am going to finish my trainnig in shallah after 1 year and maybe you know how is my country it is really not good ALLAH AL MODTA3AAN so i want to know is my father going to have thnoooob coz he didn't let me marry and my all brothers are singles not marry and i cant talk to him any more coz when i talk to him he gets angry and i cant say anything that time and really i didn't do any thing bad  wallah i want to do everything in the right way but he don't allow me to do it,,,"Praise be to Allah.
    Firstly: 

    We noticed in your question that you are kind to your father, 
    and this is something to be commended. We urge you to keep honouring your 
    father, for Allaah has enjoined that upon you, and the texts which enjoin 
    that are so well known that we do not need to quote them here. 

    Secondly: 

    We also noticed from your question how hard you are trying 
    not to fall into doing something that would lead to doom and punishment. 
    This indicates – in sha Allaah – that your religious commitment is strong. 
    Your religious commitment is your capital, so beware of squandering it and 
    losing out in this world and in the Hereafter. Keep this fear of falling 
    into immoral actions which would earn you the wrath of Allaah. Always 
    remember that Allaah is watching you, night and day, and remember that He 
    knows the secret and that which is yet more hidden; He knows the fraud of 
    the eyes, and all that the hearts conceal. It is sufficient to imagine if 
    Allaah were to take your soul whilst you – Allaah forbid – were committing a 
    sin: how would you meet Allaah? 

    Thirdly:

     We advise you to fear Allaah, for that will form a barrier 
    between you and immoral actions. We advise you to lower you gaze and avoid 
    looking at anything that Allaah has forbidden. You are only allowed the 
    first glance which happens unintentionally. We advise you not to listen to 
    things that Allaah has forbidden that may provoke desire, and to keep away 
    from bad company and immoral friends who do not want anything for you except 
    Hell in the Hereafter and shame in this world. 

    These are some of the things that make a person fall into 
    immoral actions. The more you keep away from them, the more you will keep 
    away from immorality. After that, we advise you to do acts of worship, 
    especially fasting, which is the remedy recommended by the Prophet  
    (peace and blessings of Allaah be upon him) in cases such as yours.  

    It was narrated that Ibn Mas’ood (may Allaah be pleased with 
    him) said: The Prophet  (peace and blessings of Allaah be upon him) 
    said: “O young men, whoever among you can afford to get married, let him do 
    so, and whoever cannot, then let him fast, for it will be a shield for him.”

    (Narrated by al-Bukhaari, 4778; Muslim, 1400) 

    We advise you to read Qur’aan and to make a lot of du’aa’, 
    asking Allaah to keep you away from temptations both obvious and hidden. We 
    advise you to find good friends who can guide you to the path of 
    righteousness and help you to adhere to it. We also advise you to exercise, 
    and to go to sleep early. 

    There are some of the means which, hopefully, will be the 
    means of keeping you away from everything that is not pleasing to your 
    Lord. 

    We offer you the following useful advice: 

    Ibn Muflih said – quoting from Ibn ‘Aqeel in al-Funoon 
    – You listen to the words “Tell the believing men 
    to lower their gaze (from looking at forbidden things)” [al-Noor 24:30 – 
    interpretation of the meaning], but you are 
    staring at that which Allaah has forbidden as if you are desperate to 
    acquire it or regretting that you have no way to get it. And you listen to 
    the words, “Some faces that Day shall be Naadirah (shining and radiant)” 
    [al-Qiyaamah 75:22 – interpretation of the meaning] and you think that 
    they were revealed concerning you. And you listen to the words “And some 
    faces that Day will be Baasirah (dark, gloomy, frowning and sad)” 
    [al-Qiyaamah 75:24 – interpretation of the meaning], and you think that 
    they were revealed concerning someone else! How can you be so sure? Where 
    did this wishful thinking come from? This is a kind of deception which 
    stands between you and taqwa. 

    (al-Adaab al-Shar’iyyah, 1/151, 152) 

    Fourthly: 

    With regard to what your father is doing, preventing you from 
    getting married and delaying your marriage, this is a mistake on his part. 
    He should fear Allaah with regard to his sons, and hasten to arrange their 
    marriages. He should realize that the need of some of his sons and daughters 
    for marriage may be greater than their need for food and drink. 

    There follows a fatwa of Shaykh Ibn ‘Uthaymeen (may Allaah 
    have mercy on him) on a case that was similar to your father’s: 

    “As Allaah has enjoined upon your father to spend on your 
    food, drink, clothing and accommodation, he must also arrange your marriage 
    if you need to get married, as the scholars have said. 

    I would like to take this opportunity to point out something 
    important, which is that some fathers, even though they are well-off, refuse 
    to arrange their sons’ marriages when the sons ask them to, telling them, 
    ‘Earn enough money to spend on yourself and get married, for you are a man,’ 
    and so on. But the scholars have stated that whoever is obliged to spend on 
    a person is also obliged to keep him chaste and arrange his marriage. So let 
    these fathers fear Allaah and do that which Allaah has enjoined upon them, 
    namely keeping their sons chaste. And Allaah is the Source of strength.” 

    From Fataawa Manaar al-Islam, part 3, p. 619 

    Finally, we ask Allaah to make us and you steadfast and 
    chaste, and to help us, for He is the Best of supporters and helpers.",Islam Q&A
