Qno,URL,Title,Ques,Summary,Points,Ans,Source
3402,https://islamqa.info/en/answers/3402,Having an interest-based credit card in cases of necessity,"In my area one of the requirements for renting a car is to have a credit      card. You don't have to charge anything on the card, you just must present it for safety precautions. When the car is returned you can pay cash and nothing is ever charge to the card. So, I would like to know, is it halal to get a credit card for this purpose.",,,"Praise be to Allah.The basic principle is that interest-based transactions are haraam and
    it is not permissible to engage in them. This includes the conditions mentioned in the
    contracts for credit cards. In some countries they rely a great deal on these credit
    cards, and you can hardly find anyone who does not use them. We put the following question
    to Shaykh Muhammad ibn Saalih al-Uthaymeen:
Credit cards include conditions based on riba (interest/usury) 
    if you delay payments, they charge an extra penalty. But in the place where I live in
    America, I cannot rent a car or a shop or use many other services unless I have a credit
    card. If I do not use a credit card, I will suffer unbearable hardship. If I commit myself
    to make the payments within a certain time limit, so that I do not have to pay the
    interest charges, will this allow me to have a credit card and thus relieve some of the
    hardship I am facing?
The shaykh, may Allaah preserve him, answered as follows:
If the hardship he is facing is certain, and the likelihood that he
    will delay payments is remote, then I hope there is nothing wrong with him having the
    credit card.
Question:
Do the conditions relating to interest make a transaction invalid or
    not?
Answer:
If a contract contains an invalid condition, this
    does not invalidate the entire contract, for a number of reasons: (1) necessity, (2)
    because it does not really affect anything. The man thinks that he is going to make the
    payments before interest is due. Because this is more likely than the condition of having
    to pay interest, and because it is necessary  which is the main point  I hope
    that there is nothing wrong with it. We have a definite matter  necessity  and
    a matter which is not necessarily going to happen  which is delay in payment 
    and the matter that is definite takes precedence over something which may not even happen.
    And Allaah knows best.",Shaykh Muhammad ibn ‘Uthaymeen
3404,https://islamqa.info/en/answers/3404,A      woman walked in front of our row when we were praying in jamaa’ah,"A sister walked in front of a row of sisters praying behind the imaam. (There were only a few of us in the row and the sister walked so quickly that we could not stop her before she took her place in line.)I understand that three things invalidate the prayer if they pass between the praying person and the sutra, which are the donkey, black dog, and a woman . How should we start our prayer again and still follow the imaam ?",,,"Praise be to Allah.With regard to the idea that a person’s prayer is invalidated if a woman, donkey or black dog passes in front of him, this is correct.
 It was reported from ‘Abd-Allah ibn al-Saamit that Abu Dharr said: “The Messenger of Allah (peace and blessings of Allah be upon him) said: ‘If any one of you stands up to pray, then he has a sutrah [an item placed in front of a praying person as a “screen”] if he has something the height of the back of a saddle in front of him. If he does not have something the height of the back of a saddle in front of him, then his prayer is invalidated if a donkey or a woman or a black dog passes in front of him.’” I [‘Abd-Allah] asked, “O Abu Dharr, what is the difference between a black dog and a red or yellow dog?” He said, “O son of my brother, I asked the Messenger of Allah (peace and blessings of Allah be upon him) the same question, and he said, ‘The black dog is a shaytaan (devil).’” (Narrated by Muslim, 510).
 The height of the back of a saddle is one cubit or 2/3 of a cubit.
 But this ruling applies only when one of these three pass in front of the imaam or a person who is praying on his own, not when they pass between the rows of a congregation praying behind the imaam during prayer in jamaa’ah, as the sister who asked the question thinks.
 The evidence for that is the report in which ‘Abd-Allah ibn ‘Abbaas said: “I came along riding on a female donkey one day when I had just reached the age of puberty. The Messenger of Allah (peace and blessings of Allah be upon him) was leading the people in prayer in Mina, without any kind of wall in front of him. I passed in front of part of the row, then I got down and sent the donkey to graze, and joined the row, and no one rebuked me for that.” (Narrated by al-Bukhari, 472; Muslim, 504)
 Imaam al-Bukhari gave this hadeeth the heading of “Sutrat al-Imaam sutrat man khalfahu (the sutrah of the imaam is the sutrah of those behind him).” This hadeeth clearly proves our point, which is that the person who is praying behind the imaam does not have to have a sutrah, and it does not matter what passes in front of him, especially since Ibn ‘Abbaas passed in front of them with his donkey, which is one of the things which invalidates prayer if it passes in front of the imaam or a person who is praying on his own.
 Ibn ‘Abd al-Barr said:
 This hadeeth – i.e., the hadeeth narrated by al-Bukhari (487) and Muslim (505) from Abu Sa’eed al-Khudri which says “If any one of you is praying, he should not let anyone pass in front of him. Let him push him away as much as he can, and if he insists then let him fight him, for he is nothing but a shaytaan (devil)” – indicates that it is makrooh to pass in front of a person who is praying if he is praying on his own and without a sutrah. The same ruling applies to the imaam if he is praying without a sutrah. But with regard to the person who is praying behind the imaam, it does not matter what passes in front of him, just as it does not matter what passes in front of the imaam or person praying alone if it passes behind the sutrah. The sutrah of the imaam is also the sutrah of those who are praying behind him.
 We say this concerning the imaam and the person who prays alone, because the Prophet (peace and blessings of Allah be upon him) said, “If any one of you is praying…” According to the scholars, this means praying on his own, because of the hadeeth of Ibn ‘Abbaas. Hence we say that the person who is praying behind the imaam does not have to push away the person who passes in front of him, because Ibn ‘Abbaas said:“I came along riding on a female donkey one day when I had just reached the age of puberty. The Messenger of Allah (peace and blessings of Allah be upon him) was leading the people in prayer in Mina, without any kind of wall in front of him. I passed in front of part of the row, then I got down and sent the donkey to graze, and joined the row, and no one rebuked me for that.”(al-Tamheed, 4/187)
 On this basis, the sister who asked this question, and other people, do not have to push away anyone who passes in front of them if they are praying behind the imaam, and there is no sin on the person who passes in front of the row if this is donefor a reason. Pushing a person away and preventing them from passing in front is to be done by the imaam or the person who is praying alone, if a person wants to pass between him and his sutrah.
And Allah knows best.",Sheikh Muhammed Salih Al-Munajjid
3408,https://islamqa.info/en/answers/3408,Stories of Women who Became Muslim and Left their Non-Muslim Husbands,"I know that Muslim women are not allowed in Islam to marry non-Muslim men; there is a sister on a converts’ list who recently became Muslim and who was asking what to do regarding her non-Muslim husband who accepted her conversion without any problems and who also lets her educate the children the Islamic way. However, when she asked for an advice, most of us told her that the husband has to take shahada (become Muslim) or she should not remain married to him otherwise. Unfortunately, some other people don't believe so and advised her the opposite way; that she just should remain with the husband and so on,.... I would like you to send me concrete cases at the time of the Prophet where Muslim women (sahabiyyat) would leave their non-Muslim husbands if they decided not to convert. I think those cases would be the only proof to convince the people of that list that Muslim women are not allowed to marry or remain married to non-Muslim men even though they are not against the woman's conversion.",,,"Praise be to Allah.What you have said in your question about it being haraam (unlawful)for a Muslim woman to marry a non-Muslim man is correct, and there is no doubt concerning that.


Allaah says (interpretation of the meaning):


And give not (your daughters) in marriage to Al-Mushrikoon (polytheists)till they believe [al-Baqarah 2:221]
Al-Qurtubi said:
And give not (your daughters) in marriage means, do not give Muslim women in marriage to Mushrik (pagan)men. The ummah (Muslim nation)is agreed that a Mushrik should not marry a Muslim woman because this is like putting Islam in an inferior position. (Tafseer al-Qurtubi, 3/72).
Allaah says (interpretation of the meaning):
They are not lawful (wives) for the disbelievers nor are the disbelievers lawful (husbands) for them [al-Mumtahanah 60:10]
Al-Bukhaari (may Allaah have mercy on him) said:
Chapter: when a mushrik or Christian woman who is married to a dhimmi (non-Muslim living under Muslim rule) or a harbi (non-Muslim belonging to a people who are hostile towards Islam) becomes Muslim. Abd al-Waarith said, narrating from Khaalid from Ikrimah from Ibn Abbaas: if a Christian woman becomes Muslim shortly before her husband, she is forbidden for him Mujaahid said: if he becomes Muslim during the iddah [waiting period following divorce], then he may (re)marry her. Allaah says (interpretation of the meaning): They are not lawful (wives) for the disbelievers nor are the disbelievers lawful (husbands) for them [al-Mumtahanah 60:10]. Al-Hasan and Qutaadah said concerning two Magians who became Muslim that their marriage was still valid. If one of them had become Muslim and the other had refused, the woman would have been divorced and he would no longer have any rights over her.
(Saheeh al-Bukhaari. See al-Fath, 9/421).


Examples of such women include:


Zaynab, the daughter of the Prophet (peace and blessings of Allaah be upon him). She was married to Abul-Aas ibn al-Rabee during the Jaahiliyyah (pre-Islamic days of ignorance) but when she became Muslim, their marriage was annulled, and she went and stayed with her father (peace and blessings of Allaah be upon him). When her husband became Muslim, the Prophet (peace and blessings of Allaah be upon him) sent her back to him.
(Narrated by al-Tirmidhi, 1143; Abu Dawood, 2240; Ibn Maajah, 2009; classed as saheeh by Imaam Ahmad, 1789. Al-Tirmidhi said, there is nothing wrong with its isnaad).
The correct view is that the husband can go back to her with no need to renew the marriage contract.
If the woman is still in her iddah (waiting period), he has more right (than anyone else) to marry her. If her iddah has ended, she is free to choose whether to go back to him or not.
Al-Tirmidhi said:
On the basis of this hadeeth, the scholars said that if a woman becomes Muslim before her husband, then her husband becomes Muslim whilst she is still in her iddah, then the husband has more right to her whilst she is still in her iddah. This is the view of Maalik ibn Anas, al-Oozaai, al-Shaafai, Ahmad and Ishaaq.
(Sunan al-Tirmidhi, Hadeeth 1142).
Ibn Abd al-Barr said:
There is no dispute among the scholars concerning the fact that if a non-Muslim woman becomes Muslim then her iddah ends, her husband has no rights concerning her if he has not become Muslim during her iddah.
(Al-Tamheed, 12/23).
Ibn al-Qayyim said:
But what the ruling of the Prophet (peace and blessings of Allaah be upon him) indicates is that the marriage comes to a halt. If he becomes Muslim before the end of her iddah, then she is (still) his wife, but if her iddah ends, then she may marry whomever she wants. If she likes, she can wait for him, and if he becomes Muslim she is his wife and there is no need to renew the marriage contract.
(Zaad al-Maaad, 5/137, 138)
Al-Qurtubi said:
Talhah ibn Ubayd-Allaah was married to Arwaa bint Rabeeah ibn al-Haarith ibn Abd al-Muttalib. They were separated by Islam, then in Islam Khaalid ibn Saeed ibn al-Aas married her. She was one of the [Muslim] wives of the non-Muslims who fled to the Prophet (peace and blessings of Allaah be upon him). The Prophet (peace and blessings of Allaah be upon him) kept her in Madinah and married her to Khaalid.
(Tafseer al-Qurtubi, 18/65, 66)
It was reported that Anas said: Abu Talhah married Umm Sulaym and the mahr (dowry)between them was Islam. Umm Sulaym became Muslim before Abu Talhah. He proposed marriage to her and she said, I have become Muslim. If you become Muslim I will marry you. So he became Muslim and that was the mahr between them.
(Narrated by al-Nasaai, 3340)
The daughter of al-Waleed ibn al-Magheerah, the wife of Safwaan ibn Umayyah, became Muslim before him, and the marriage was annulled. Then he became Muslim later on, and she went back to him. It was narrated by Maalik in al-Muwatta, 1132. Ibn Abd al-Barr said: I do not know of any unbroken saheeh isnaad for this hadeeth, but it is famous and well known to the scholars of seerah, Ibn Shihaab, the leader of the scholars of seerah, and al-Shubi. The fame of this hadeeth is stronger than its isnaad in sha Allaah.
(al-Tamheed, 12/19)
Umm Hakeem bint al-Haarith ibn Hishaam, the wife of Ikrimah ibn Abi Jahl. Her marriage was annulled, then he became Muslim during her iddah, so she went back to her husband.
(Narrated by Ibn Abi Shaybah in al-Musannaf, 4/107)
And Allaah knows best.",Sheikh Muhammed Salih Al-Munajjid
3427,https://islamqa.info/en/answers/3427,Ruling on doing wudoo’ with water that is contaminated but not naajis (ritually impure),"I would like to know whether it is allowed for a person to use water that maybe unclean for wudu.  What if the water is not suitable for drinking due to it being unclean, can one rinse their mouth out with this water?",,,"Praise be to Allah.This 
          question was answered for us by Shaykh ‘Abd-Allaah ibn Munayyi’, who 
          said:
“One 
          of the basic principles of sharee’ah is the hadeeth of the Messenger 
           (peace and blessings of Allaah 
          be upon him), who said: ‘There should be neither harming nor reciprocating 
          harm.’ Part of this principle is that the Muslim is not permitted to 
          harm himself, which includes not using contaminated water for doing 
          wudoo’.
So it 
          is forbidden to do wudoo’ using contaminated water, but if a person 
          does do wudoo’ using such water his wudoo’ is still valid, because it 
          is not naajis (ritually impure), but his action is haraam because he 
          is harming himself. And Allaah knows best.”",Sheikh Muhammed Salih Al-Munajjid
3431,https://islamqa.info/en/answers/3431,When does    obedience to a created being become shirk akbar?,"At what point does obedience to the creation in disobedience to Allah, become shirk? For example if my parents tell me to shave my beard, and I listen, am I then committing shirk? When is it considered to be shirk?",,,"Praise be to Allah.Obedience to a created being becomes shirk in situations such as obeying that person in matters where what is forbidden is deemed to be allowed, and vice versa, or when that person issues rules and regulations, or laws, that go against the laws of Allah, and the follower believes that these laws are more complete and better than the laws of Allah, or as good as His laws, or that the laws of Allah are better but it is permissible to follow these man-made laws. The evidence for this is the aayah (interpretation of the meaning): “They (Jews and Christians) took their rabbis and their monks to be their Lords besides Allah (by obeying then in things which they made lawful or unlawful according to their own desires without being ordered by Allah)…” [al-Tawbah 9:31]. ‘Adiyy ibn Haatim said: “O Messenger of Allah, we do not worship them.”
[He was a Christian who became a Muslim - Translator]. The Messenger of Allah (peace and blessings of Allah be upon him) said: “Do they not allow you that which Allah has forbidden and forbid what Allah has allowed?” He said, “Yes.” He said, “This is a kind of worship.” The Christians’ obedience of their priests in sin and in accepting what they say about what is lawful or unlawful is a form of worshipping something other than Allah, which is a kind of shirk akbar (major shirk), that contradicts Tawheed (true monotheism).
With regard to your question, if the person who obeys his parents in sin believes that it is in fact a sin, but he does what he does because of his own desires or because he is afraid of his parents’ punishment, but it is not the matter of being forced to do so, then he is a sinner who has gone against the words of the Prophet (peace and blessings of Allah be upon him), There is no obedience to a created being if it involves disobedience of the Creator”
(reported by Ahmad, 1041; a saheeh hadeeth) – but he is not considered to be guilty of shirk akbar. But if the son believes that what his parents say overrules what Allah says about halaal and haraam, then he is guilty of shirk akbar. The Muslim has to strive against himself to bring his desires in line with what the Prophet (peace and blessings of Allah be upon him) taught, and so that he gives precedence to obeying Allah and His Messenger over obeying anyone else, and so that Allah and His Messenger are more beloved to him than anyone else. The Prophet (peace and blessings of Allah be upon him) said: “None of you truly believes until I am more beloved to him than his son, his father, and all the people.” (Reported by al-Bukhaari, 63). And Allah is the Guide to the Straight Path.",Sheikh Muhammed Salih Al-Munajjid
3434,https://islamqa.info/en/answers/3434,Fasting During Pregnancy: Obligatory?,Is it better Islamically for a pregnant Muslim woman to fast or not fast in the month of Ramadan?.,"A pregnant Muslim woman is obliged to fast unless she fears for herself or for her baby, in which case it is permissible for her not to fast. For more, please see the detailed answer.","Is a pregnant woman obliged to fast?


Cases of fasting during pregnancy","Praise be to Allah.Is a pregnant woman obliged to fast?
A pregnant Muslim woman is obliged to fast , just like anyone else, unless she fears for herself or for her baby, in which case it is permissible for her not to fast. 
Ibn 'Abbas (may Allah be pleased with him) said, concerning the verse (interpretation of the meaning):  
“And as for those who can fast with difficulty, (e.g. an old man), they have (a choice either to fast or) to feed a miskeen (poor person) (for every day).” [al-Baqarah 2:184] 
“This was a concession granted to old men and old women who are able to fast but it is difficult, so they are allowed not to fast, and must feed one poor person for each day ; and for those who are sick or pregnant, if they fear for their children, they are allowed not to fast and must feed (one poor person for each day).” (Narrated by Abu Dawud, 2317; classed as sahih by al-Albani in Irwa al-Ghalil, 4/25, 18) 
Cases of fasting during pregnancy
It should be noted that it may be permissible, obligatory or haram for a pregnant woman not to fast. 

It is permissible for her not to fast if fasting is too difficult for her, but will not harm her. 
It is obligatory for her (not to fast) if fasting will cause harm to her or her baby. 
It is haraam for her (not to fast) if no hardship results from her fasting. 

Shaykh Ibn ‘Uthaymin (may Allah have mercy on him) said: 
In the case of a pregnant woman, one of two scenarios must apply: 

She is strong and active, and fasting does not cause any hardship to her or affect her baby. This woman is obliged to fast, because she has no excuse for not fasting. 
When a woman is not able to fast, because the pregnancy is too difficult for her, or because she is physically weak, or for some other reason. In this case she should break the fast, especially if it will cause harm to her baby – in which case she is obliged not to fast. (Fatawa al-Shaykh Ibn ‘Uthaymin, 1/487)

Shaykh Ibn Baz (may Allah have mercy on him) said: 
“Pregnant and breastfeeding women come under the same ruling as those who are sick. If fasting is too difficult for them, it is prescribed for them to break the fast, and they have to make up missed fasts when they are able to do so, just as in the case of one who is sick. 
Some of the scholars were of the view that it is sufficient for them to feed one poor person for each day missed, but this is a weak view. The correct view is that they have to make up the missed days, as is the case of those who were sick and for travelers, because Allah says (interpretation of the meaning): 
“but if any of you is ill or on a journey, the same number (should be made up) from other days.” [al-Baqarah 2:184] 
This is also indicated by the hadith of Anas ibn Malik al-Ka’bi, according to which the Messenger of Allah (peace and blessings of Allah be upon him) said: ‘Allah has exempted the traveler from the obligation of fasting and has reduced the prayer by half for him, and has exempted pregnant and breastfeeding women from the obligation of fasting.” (Narrated by the five) (Tuhfat al-Ikhwan bi Ajwibah Muhimmah Tata’allaq bi Arkan al-Islam, p. 171) 
For more, please see these answers: 128804 and 50762 .              
And Allah knows best.",Islam Q&A
3436,https://islamqa.info/en/answers/3436,How should I pray when I am on board an airplane and its direction keeps changing?,When traveling via airplane which direction should one pray? Assuming that due to conditions on the plane the proper direction cannot be ascertained.,,,"Praise be to Allah.You have to face the direction of the Qiblah when you are praying an obligatory prayer, because Allaah says (interpretation of the meaning):
“so turn your face in the direction of Al-Masjid Al-Haraam (at Makkah). And wheresoever you people are, turn your faces (in prayer) in that direction” [al-Baqarah 2:144].
You could ask the crew to find out which direction the Qiblah is in, and make the most of the opportunity, once the plane has reached its altitude and settled in its course, to pray standing facing the Qiblah. If that is not possible, and you can delay the prayer until the plane lands, without delaying it beyond the allotted time, so that you can pray standing and facing the Qiblah on the ground, then you can do that. If this is not possible because you fear that the time for that prayer will end, then pray as best you can in the plane, and your prayer will be valid. Allaah does not burden any soul with more than it is able to bear. And Allaah is the Source of strength.",Sheikh Muhammed Salih Al-Munajjid
3437,https://islamqa.info/en/answers/3437,Yajuj and Majuj: Are They Alive?,"My question is regarding the tribes of Yajuj and Majuj. I understand that they are huge in number, are plunderers and are destined for hell fire.
My question is: do they still exist? If they do, are they confined within the wall erected by Dhul Qarnain? Is this wall (doorway) imaginary or physical (made of metal)?","Yajuj and Majuj are two huge nations of the sons of Adam. They exist at present, and they are attempting on a daily basis to get out and attack people. For more, see the detailed answer.","Who are Yajuj and Majuj?


Wall of Dhu’l-Qarnayn: Real or imaginary?


Hadiths about Yajuj and Majuj","Praise be to Allah.Who are Yajuj and Majuj?
There is no doubt that Yajuj and Majuj are two huge nations of the sons of Adam. Anyone who reads the story of Dhu’l-Qarnayn and how he dealt with this nation in Surat al-Kahf will know for sure that they exist and that the barrier which was built is not metaphorical or imaginary, but is a physical barrier built of iron and melted copper. 
The basic principle is that we should take this Quranic text as it is, without resorting to any kind of misinterpretation or trying to twist the intended meaning.
Wall of Dhu’l-Qarnayn: Real or imaginary?
The Quran has told us how the barrier was built and what materials were used, so it is not right to say that it is a metaphorical or imaginary barrier. In Surat al-Kahf, Allah has told us the story of the Muslim king and the great leader Dhu’l-Qarnayn (may Allah have mercy on him):
“Until, when he reached between two mountains, he found, before (near) them, a people who scarcely understood a word.
They said, ‘O Dhu’l-Qarnayn! Verily! Yajuj and Majuj are doing great mischief in the land. Shall we then pay you a tribute in order that you might erect a barrier between us and them?’
He said: ‘That (wealth, authority and power) in which my Lord has established me is better (than your tribute). So help me with strength (of men), I will erect between you and them a barrier.
Give me pieces (blocks) of iron,’ then, when he had filled up the gap between the two mountain-cliffs, he said, ‘Blow,’ till when he had made it (red as) fire, he said, ‘Bring me molten copper to pour over it.’
So they [Yajuj and Majuj ] were made powerless to scale it or dig through it.
(Dhu’l-Qarnayn) said: ‘This is a mercy from my Lord, but when the Promise of my Lord comes, He shall level it down to the ground. And the Promise of my Lord is ever true.’” [al-Kahf 18:93-98]
Hadiths about Yajuj and Majuj 
What indicates that these nations exist at present, and indeed are attempting on a daily basis to get out and attack people, is the hadith reported by Ibn Majah with a sahih isnad from Abu Hurayrah (may Allah be pleased with him), who said: “The Messenger of Allah (peace and blessings of Allah be upon him) said that Yajuj and Majuj are digging every day until they can almost see sunlight, then the one who is in charge of them says, “Go back, we will dig again tomorrow.” Then Allah restores (the barrier) and makes it stronger than it was. (This will continue) until the appointed time. When Allah wishes to send them against the people, they will dig until they can almost see sunlight, then the one who is in charge of them will say, “Go back, we will dig again tomorrow, in sha Allah.” This time he will say “in sha Allah”, so when they come back (the next day), they will find it as they left it, so they will dig their way out and emerge to attack the people. They will dry up water (by drinking it, because of their great numbers), and the people will seek to protect themselves from them in their fortresses. They will fire their arrows into the sky, and the arrows will come back down covered in blood (as a test for them), and they will say, “We have defeated the people of the earth and have gained the upper hand over the people of heaven.” Then Allah will send worms on the napes of their necks, which will kill them. The Messenger of Allah (peace and blessings of Allah be upon him) said: “By the One in Whose hand is my soul, the beasts of the earth will grow fat from their flesh.” (Sahih Ibn Majah, 3298)
Umm Habibah bint Abi Sufyan reported from Zaynab bint Jahsh (may Allah be pleased with them) that the Prophet (peace and blessings of Allah be upon him) entered upon her in an agitated state and said, “La ilaha ill-Allah, woe to the Arabs from an evil that has approached! Today a hole like this has been opened in the barrier of Yajuj and Majuj ,” and he made a circle with his thumb and forefinger. Zaynab bint Jahsh said: “I said, ‘O Messenger of Allah, will we be destroyed even though there are righteous people among us?’ He said, ‘Yes, if evil becomes overwhelming.’” (Reported by al-Bukhari, 3097).
And Allah knows best.",Sheikh Muhammed Salih Al-Munajjid
3438,https://islamqa.info/en/answers/3438,Can I Pray all 5 Prayers at Once?,"Is it permissible to combine all the five prayers, at the start of a journey, if you have an intention to travel a long distance requiring very long hours of traveling. If not, then how many prayers can be combined at each time?
May Allah accept your effort in helping your Muslim brothers to better understand their religion.","It is not permissible to combine all five prayers at one time even if it is because of travelling. Indeed, it is not permissible to combine three prayers, so it is not correct to combine Maghrib, `Isha and Fajr.
What is permitted is to combine Zuhr and `Asr, and Maghrib and `Isha’, but Fajr cannot be combined with any other prayer.",,"Praise be to Allah.It is not permissible to combine all five prayers at one time, even if it is because of travelling. Indeed, it is not permissible to combine three prayers, so it is not correct to combine Maghrib, `Isha and Fajr, for example. 
What is permitted is to combine Zuhr and `Asr , and Maghrib and `Isha’ , but Fajr cannot be combined with any other prayer. 
The reason for this is that each one of the five prayers has its appointed time which is clearly defined, and which should be adhered to as it says in the Quran:
“… Verily, the prayer is enjoined on the believers at fixed hours.” [Al-Nisa 4:103]
This is also indicated by the hadith in which Jibril (peace be upon him) defined the times of each prayer and explained them to the Prophet (peace and blessings of Allah be upon him).
It was not reported that the Prophet (peace and blessings of Allah be upon him) combined all five prayers, only that he combined Zuhr and `Asr , and Maghrib and `Isha . 
Acts of worship are based on reports, and combining prayers is an issue that has to do with acts of worship, so we should adhere to what it says in the texts and not try to take the matter any further. Ibn Daqiq al-‘Eid reported scholarly consensus on this issue, as did Ibn Hubayrah. Ibn Hajar al-Haythami said: “`Asr should not be combined with Maghrib, nor `Isha with Subh (Fajr), `Asr can only be combined with Zuhr, in accordance with what was reported.”
Al-Rafi’i (may Allah have mercy on him) said: “It is not permitted to combine Fajr prayer with any other prayer, or to combine `Asr and Maghrib, because no such thing was reported from the Messenger of Allah (peace and blessings of Allah be upon him).” (Al-Hafiz Ibn Hajar agreed with him in Talkhis al-Habir, 4/427)
Al-Nawawi said:
“It is not permitted to combine Fajr with any other prayer or to combine `Asr with Maghrib .”
And Allah knows best","See Al-Jam’ bayna al-Salaatayn fi’l-Hadar bi ‘Udhr al-Matar by Mashhoor Hasan Salmaan, p. 127"
3440,https://islamqa.info/en/answers/3440,The misguided sect    of al-Qur’aaniyyeen,"There is a deviant group of people who claim to follow the Quran only, and not the Sunnah of the Holy Prophet . Please provide us with scholarly proof that they are on the wrong path, so we can give them da'wah, Insha Allah.
Wassalaam",,,"Praise be to Allah.Some people have started to claim that the Sunnah is not a source of legislation. They call themselves al-Quraniyyeen and say that we have the Quran, so we take as halaal whatever it allows and take as haraam whatever it forbids. The Sunnah, according to their claims, is full of fabricated ahaadeeth falsely attributed to the Messenger of Allah (peace and blessings of Allah be upon him). They are the successors of other people about whom the Messenger of Allah (peace and blessings of Allah be upon him) told us. Ahmad, Abu Dawood and al-Haakim reported with a saheeh isnaad from al-Miqdaam that the Messenger of Allah (peace and blessings of Allah be upon him) said: Soon there will be a time when a man will be reclining on his couch, narrating a hadeeth from me, and he will say, Between us and you is the Book of Allah: what it says is halaal, we take as halaal, and what it says is haraam, we take as haraam. But listen! Whatever the Messenger of Allah forbids is like what Allah forbids. (Al-Fath al-Kabeer, 3/438. Al-Tirmidhi reported it with different wording, and said that it is hasan saheeh. Sunan al-Tirmidhi bi Sharh Ibn al-Arabi, al-Saawi edn., 10/132). The name al-Quraniyyeen does not befit these people, because the Quran tells us, in almost one hundred aayahs, to obey the Messenger (peace and blessings of Allah be upon him). Obedience to the Messenger (peace and blessings of Allah be upon him) is considered in the Quran to be a part of obedience to Allah, may He be glorified. He who obeys the Messenger, has indeed obeyed Allah, but he who turns away, then we have not sent you (O Muhammad) as a watcher over them. [al-Nisa 4:80 interpretation of the meaning]. The Quran, which they claim to follow, denies the faith of the one who refuses to obey the Messenger (peace and blessings of Allah be upon him) and does not accept his ruling: But no, by your Lord, they can have no Faith, until they make you (O Muhammad) judge in all disputes between them, and find in themselves no resistance against your decisions, and accept (them) with full submission. [al-Nisa 4:65 interpretation of the meaning]
Their suggestion that the Sunnah is contaminated with fabricated ahaadeeth is not valid, because the scholars of this ummah took the utmost care to purify the Sunnah from all alien elements. If they had any doubts about the truthfulness of any narrator, or there was the slightest possibility that he could have forgotten something, this would be sufficient grounds for rejecting a hadeeth. Even the enemies of this ummah have stated that no other nation has paid so much attention to examining its reports and their narrators, especially in the case of reports narrated from the Messenger of Allah (peace and blessings of Allah be upon him).
For it to be obligatory to follow a hadeeth, it is sufficient for it to be known that it is a saheeh (authentic, sound) hadeeth narrated from the Messenger of Allah (peace and blessings of Allah be upon him). The Prophet (peace and blessings of Allah be upon him) was content to convey his message by sending just one of his Companions, which proves that the hadeeth reported by one trustworthy person must be followed.
Moreover, we would ask these people: where are the aayaat which tell us how to pray, or which tell us that the obligatory prayers are five times daily, or which tell us about the nisaab on various kinds of wealth for the purpose of zakah, or about the details of the rituals of Hajj, and other rulings which we can only know from the Sunnah?
Al-Mawsooah al-Fiqhiyyah, 1/44
For more information on the shar'i evidence that the Sunnah of the Prophet (peace and blessings of Allah be upon him) is a source of evidence, see Question # 604.",Sheikh Muhammed Salih Al-Munajjid
